user_id,item_id,event_time,session_id,event_type,dwell_ms,scroll_depth,exposure_rank
26625,783500,2026-01-01 08:28:00,real_session_26625_28,browse,6921,0.867,28
26625,262077,2026-01-01 08:29:00,real_session_26625_40,browse,8954,1.0,40
26625,717071,2026-01-01 08:30:00,real_session_26625_42,browse,8840,1.0,42
27365,1175108,2026-01-01 08:31:00,real_session_27365_06,collect,4614,0.362,6
27365,32299,2026-01-01 08:32:00,real_session_27365_20,collect,1546,0.741,20
27365,744040,2026-01-01 08:33:00,real_session_27365_22,collect,3416,0.795,22
35350,219745,2026-01-01 08:34:00,real_session_35350_07,click,7149,0.459,7
35350,272412,2026-01-01 08:35:00,real_session_35350_25,click,4994,1.0,25
35350,1174901,2026-01-01 08:36:00,real_session_35350_26,order,4383,1.0,26
37757,1385912,2026-01-01 08:37:00,real_session_37757_11,order,12645,0.439,11
37757,1076231,2026-01-01 08:38:00,real_session_37757_13,order,12645,0.483,13
37757,1409069,2026-01-01 08:39:00,real_session_37757_23,click,12378,0.7,23
37757,139253,2026-01-01 08:40:00,real_session_37757_25,click,13446,0.743,25
37757,1369983,2026-01-01 08:41:00,real_session_37757_31,order,12645,0.874,31
37757,781877,2026-01-01 08:42:00,real_session_37757_36,order,5009,0.983,36
37757,353595,2026-01-01 08:43:00,real_session_37757_37,order,12645,1.0,37
37757,947183,2026-01-01 08:44:00,real_session_37757_44,order,12645,1.0,44
38094,1202783,2026-01-01 08:45:00,real_session_38094_01,order,8098,0.221,1
38094,1326077,2026-01-01 08:46:00,real_session_38094_02,order,9348,0.242,2
38094,1010916,2026-01-01 08:47:00,real_session_38094_04,order,5066,0.283,4
38094,888629,2026-01-01 08:48:00,real_session_38094_10,order,5066,0.408,10
38094,871786,2026-01-01 08:49:00,real_session_38094_23,order,13090,0.679,23
38094,1051818,2026-01-01 08:50:00,real_session_38094_25,order,5065,0.721,25
38094,1092368,2026-01-01 08:51:00,real_session_38094_28,order,4355,0.783,28
38094,3091,2026-01-01 08:52:00,real_session_38094_32,order,10320,0.867,32
38094,307959,2026-01-01 08:53:00,real_session_38094_34,order,13399,0.908,34
38094,219745,2026-01-01 08:54:00,real_session_38094_36,click,7149,0.95,36
38094,3536,2026-01-01 08:55:00,real_session_38094_39,order,8098,1.0,39
38094,62943,2026-01-01 08:56:00,real_session_38094_41,order,10320,1.0,41
38094,1411503,2026-01-01 08:57:00,real_session_38094_43,order,10320,1.0,43
38094,5729,2026-01-01 08:58:00,real_session_38094_48,order,10320,1.0,48
52371,723392,2026-01-01 08:59:00,real_session_52371_03,order,8576,0.629,3
52371,776184,2026-01-01 09:00:00,real_session_52371_06,order,5585,1.0,6
69114,811182,2026-01-01 09:01:00,real_session_69114_02,click,7745,0.251,2
69114,861791,2026-01-01 09:02:00,real_session_69114_03,click,10947,0.277,3
69114,730395,2026-01-01 09:03:00,real_session_69114_04,click,4378,0.303,4
69114,69684,2026-01-01 09:04:00,real_session_69114_05,click,7970,0.328,5
69114,1073727,2026-01-01 09:05:00,real_session_69114_06,click,4378,0.354,6
69114,940814,2026-01-01 09:06:00,real_session_69114_07,click,9358,0.379,7
69114,213517,2026-01-01 09:07:00,real_session_69114_11,click,4699,0.482,11
69114,1142347,2026-01-01 09:08:00,real_session_69114_14,click,6417,0.559,14
69114,831151,2026-01-01 09:09:00,real_session_69114_15,click,10044,0.585,15
69114,17823,2026-01-01 09:10:00,real_session_69114_21,click,13213,0.738,21
69114,7829,2026-01-01 09:11:00,real_session_69114_24,click,10044,0.815,24
69114,847709,2026-01-01 09:12:00,real_session_69114_26,click,1539,0.867,26
69114,1364069,2026-01-01 09:13:00,real_session_69114_32,click,12778,1.0,32
69114,663779,2026-01-01 09:14:00,real_session_69114_35,click,10044,1.0,35
71619,73993,2026-01-01 09:15:00,real_session_71619_11,order,2465,0.482,11
71619,150750,2026-01-01 09:16:00,real_session_71619_12,order,6245,0.508,12
71619,787349,2026-01-01 09:17:00,real_session_71619_33,order,12689,1.0,33
71619,893739,2026-01-01 09:18:00,real_session_71619_39,order,3465,1.0,39
74206,272412,2026-01-01 09:19:00,real_session_74206_12,click,4994,1.0,12
92243,1088713,2026-01-01 09:20:00,real_session_92243_01,collect,13152,0.243,1
92243,504309,2026-01-01 09:21:00,real_session_92243_02,collect,6706,0.287,2
92243,279124,2026-01-01 09:22:00,real_session_92243_05,collect,5229,0.417,5
92243,861791,2026-01-01 09:23:00,real_session_92243_07,click,10947,0.504,7
92243,188889,2026-01-01 09:24:00,real_session_92243_13,collect,4951,0.765,13
92243,729671,2026-01-01 09:25:00,real_session_92243_21,collect,4291,1.0,21
104200,58343,2026-01-01 09:26:00,real_session_104200_07,click,10425,0.375,7
104200,733296,2026-01-01 09:27:00,real_session_104200_20,click,2221,0.7,20
104200,1123471,2026-01-01 09:28:00,real_session_104200_27,click,5177,0.875,27
104200,1370729,2026-01-01 09:29:00,real_session_104200_28,click,8278,0.9,28
104200,18856,2026-01-01 09:30:00,real_session_104200_30,click,2221,0.95,30
104200,669825,2026-01-01 09:31:00,real_session_104200_31,click,4321,0.975,31
104200,184500,2026-01-01 09:32:00,real_session_104200_33,click,2221,1.0,33
107562,936086,2026-01-01 09:33:00,real_session_107562_04,browse,4552,0.293,4
107562,1371611,2026-01-01 09:34:00,real_session_107562_09,browse,6924,0.409,9
107562,294858,2026-01-01 09:35:00,real_session_107562_19,browse,2293,0.642,19
107562,984770,2026-01-01 09:36:00,real_session_107562_24,browse,6924,0.758,24
107562,1060937,2026-01-01 09:37:00,real_session_107562_25,browse,4552,0.781,25
107562,861791,2026-01-01 09:38:00,real_session_107562_26,click,10947,0.805,26
107562,219745,2026-01-01 09:39:00,real_session_107562_34,click,7149,0.991,34
109336,533112,2026-01-01 09:40:00,real_session_109336_02,order,8923,0.269,2
109336,427240,2026-01-01 09:41:00,real_session_109336_08,order,7715,0.476,8
109336,270689,2026-01-01 09:42:00,real_session_109336_09,order,4475,0.51,9
109336,106766,2026-01-01 09:43:00,real_session_109336_17,order,9480,0.786,17
114271,1219421,2026-01-01 09:44:00,real_session_114271_02,click,12932,0.24,2
114271,1069154,2026-01-01 09:45:00,real_session_114271_04,click,10277,0.28,4
114271,440789,2026-01-01 09:46:00,real_session_114271_06,click,10277,0.32,6
114271,1169567,2026-01-01 09:47:00,real_session_114271_07,click,5167,0.34,7
114271,1330557,2026-01-01 09:48:00,real_session_114271_10,click,3386,0.4,10
114271,1289901,2026-01-01 09:49:00,real_session_114271_11,click,10276,0.42,11
114271,1027968,2026-01-01 09:50:00,real_session_114271_14,click,9672,0.48,14
114271,433161,2026-01-01 09:51:00,real_session_114271_16,click,5930,0.52,16
114271,1021683,2026-01-01 09:52:00,real_session_114271_18,click,8254,0.56,18
114271,350377,2026-01-01 09:53:00,real_session_114271_19,click,3386,0.58,19
114271,401970,2026-01-01 09:54:00,real_session_114271_20,click,11340,0.6,20
114271,322064,2026-01-01 09:55:00,real_session_114271_22,click,12094,0.64,22
114271,774442,2026-01-01 09:56:00,real_session_114271_23,click,9356,0.66,23
114271,103477,2026-01-01 09:57:00,real_session_114271_25,click,5444,0.7,25
114271,1210671,2026-01-01 09:58:00,real_session_114271_26,click,4466,0.72,26
114271,38361,2026-01-01 09:59:00,real_session_114271_27,click,8252,0.74,27
114271,852882,2026-01-01 10:00:00,real_session_114271_30,click,12932,0.8,30
114271,548394,2026-01-01 10:01:00,real_session_114271_31,click,5444,0.82,31
114271,127029,2026-01-01 10:02:00,real_session_114271_33,click,3050,0.86,33
114271,605267,2026-01-01 10:03:00,real_session_114271_35,click,5564,0.9,35
114271,978521,2026-01-01 10:04:00,real_session_114271_36,click,8483,0.92,36
114271,892503,2026-01-01 10:05:00,real_session_114271_37,click,9672,0.94,37
114271,621992,2026-01-01 10:06:00,real_session_114271_38,click,5929,0.96,38
114271,1405270,2026-01-01 10:07:00,real_session_114271_46,click,3175,1.0,46
122901,674079,2026-01-01 10:08:00,real_session_122901_02,collect,7992,0.269,2
122901,1225545,2026-01-01 10:09:00,real_session_122901_04,collect,9004,0.338,4
122901,104074,2026-01-01 10:10:00,real_session_122901_07,collect,2530,0.441,7
122901,1311207,2026-01-01 10:11:00,real_session_122901_16,collect,10600,0.752,16
122901,228568,2026-01-01 10:12:00,real_session_122901_20,collect,13311,0.89,20
122901,366959,2026-01-01 10:13:00,real_session_122901_21,collect,1753,0.924,21
122901,1242804,2026-01-01 10:14:00,real_session_122901_22,collect,4987,0.959,22
122901,1176346,2026-01-01 10:15:00,real_session_122901_26,collect,4987,1.0,26
122901,1055315,2026-01-01 10:16:00,real_session_122901_29,collect,4987,1.0,29
127346,80147,2026-01-01 10:17:00,real_session_127346_02,collect,11920,0.24,2
127346,155308,2026-01-01 10:18:00,real_session_127346_04,collect,10597,0.28,4
127346,864680,2026-01-01 10:19:00,real_session_127346_05,collect,1552,0.3,5
127346,310262,2026-01-01 10:20:00,real_session_127346_07,collect,1552,0.34,7
127346,790858,2026-01-01 10:21:00,real_session_127346_08,collect,9540,0.36,8
127346,1321049,2026-01-01 10:22:00,real_session_127346_10,collect,11350,0.4,10
127346,494143,2026-01-01 10:23:00,real_session_127346_12,collect,5768,0.44,12
127346,581015,2026-01-01 10:24:00,real_session_127346_14,collect,5721,0.48,14
127346,804856,2026-01-01 10:25:00,real_session_127346_19,collect,5292,0.58,19
127346,497471,2026-01-01 10:26:00,real_session_127346_20,collect,7506,0.6,20
127346,806741,2026-01-01 10:27:00,real_session_127346_21,collect,9540,0.62,21
127346,1000094,2026-01-01 10:28:00,real_session_127346_22,collect,12624,0.64,22
127346,824257,2026-01-01 10:29:00,real_session_127346_24,collect,12624,0.68,24
127346,94532,2026-01-01 10:30:00,real_session_127346_28,collect,2890,0.76,28
127346,1225542,2026-01-01 10:31:00,real_session_127346_29,collect,13148,0.78,29
127346,1277402,2026-01-01 10:32:00,real_session_127346_30,collect,9540,0.8,30
127346,27665,2026-01-01 10:33:00,real_session_127346_31,collect,13152,0.82,31
127346,59403,2026-01-01 10:34:00,real_session_127346_36,collect,4032,0.92,36
127346,577754,2026-01-01 10:35:00,real_session_127346_37,collect,13152,0.94,37
127346,245908,2026-01-01 10:36:00,real_session_127346_39,collect,5768,0.98,39
127346,999168,2026-01-01 10:37:00,real_session_127346_41,click,11632,1.0,41
127346,684496,2026-01-01 10:38:00,real_session_127346_45,click,9689,1.0,45
127346,294233,2026-01-01 10:39:00,real_session_127346_46,click,11632,1.0,46
127346,343578,2026-01-01 10:40:00,real_session_127346_48,click,9689,1.0,48
127346,81135,2026-01-01 10:41:00,real_session_127346_49,click,13487,1.0,49
127346,1082408,2026-01-01 10:42:00,real_session_127346_50,click,9683,1.0,50
128694,1301406,2026-01-01 10:43:00,real_session_128694_03,collect,13032,0.264,3
128694,1185251,2026-01-01 10:44:00,real_session_128694_09,collect,10665,0.391,9
128694,461605,2026-01-01 10:45:00,real_session_128694_10,collect,6580,0.413,10
128694,1312740,2026-01-01 10:46:00,real_session_128694_17,collect,7257,0.562,17
128694,173517,2026-01-01 10:47:00,real_session_128694_23,collect,7660,0.689,23
128694,641009,2026-01-01 10:48:00,real_session_128694_28,collect,12297,0.796,28
128694,372837,2026-01-01 10:49:00,real_session_128694_30,collect,11215,0.838,30
128694,1281158,2026-01-01 10:50:00,real_session_128694_42,collect,2666,1.0,42
129682,1251415,2026-01-01 10:51:00,real_session_129682_13,collect,8355,0.542,13
129682,397140,2026-01-01 10:52:00,real_session_129682_18,collect,2668,0.674,18
129682,1271140,2026-01-01 10:53:00,real_session_129682_25,collect,6751,0.858,25
129682,7910,2026-01-01 10:54:00,real_session_129682_36,collect,6346,1.0,36
159828,1076325,2026-01-01 10:55:00,real_session_159828_04,collect,1916,0.287,4
159828,903973,2026-01-01 10:56:00,real_session_159828_05,collect,11082,0.309,5
159828,373374,2026-01-01 10:57:00,real_session_159828_07,collect,13130,0.352,7
159828,308320,2026-01-01 10:58:00,real_session_159828_09,collect,1916,0.396,9
159828,224896,2026-01-01 10:59:00,real_session_159828_10,collect,11082,0.417,10
159828,554269,2026-01-01 11:00:00,real_session_159828_14,collect,13130,0.504,14
159828,175571,2026-01-01 11:01:00,real_session_159828_19,collect,3540,0.613,19
159828,408745,2026-01-01 11:02:00,real_session_159828_25,collect,8137,0.743,25
159828,977223,2026-01-01 11:03:00,real_session_159828_27,collect,3540,0.787,27
159828,830628,2026-01-01 11:04:00,real_session_159828_28,collect,9169,0.809,28
159828,1404978,2026-01-01 11:05:00,real_session_159828_29,collect,13130,0.83,29
159828,1330746,2026-01-01 11:06:00,real_session_159828_30,collect,7467,0.852,30
159828,907837,2026-01-01 11:07:00,real_session_159828_34,collect,4609,0.939,34
159828,228452,2026-01-01 11:08:00,real_session_159828_36,collect,8137,0.983,36
159828,1141473,2026-01-01 11:09:00,real_session_159828_41,collect,8139,1.0,41
159828,1178993,2026-01-01 11:10:00,real_session_159828_45,collect,3139,1.0,45
160780,354,2026-01-01 11:11:00,real_session_160780_17,browse,1895,0.647,17
190669,275622,2026-01-01 11:12:00,real_session_190669_01,order,10288,0.237,1
190669,150786,2026-01-01 11:13:00,real_session_190669_02,order,7840,0.274,2
190669,41160,2026-01-01 11:14:00,real_session_190669_03,order,5798,0.311,3
190669,1360215,2026-01-01 11:15:00,real_session_190669_05,order,7913,0.385,5
190669,217224,2026-01-01 11:16:00,real_session_190669_07,order,12942,0.459,7
190669,788725,2026-01-01 11:17:00,real_session_190669_08,order,1630,0.496,8
190669,1194499,2026-01-01 11:18:00,real_session_190669_13,order,7913,0.681,13
190669,1298678,2026-01-01 11:19:00,real_session_190669_15,order,5794,0.756,15
190669,548904,2026-01-01 11:20:00,real_session_190669_20,order,8263,0.941,20
190669,868468,2026-01-01 11:21:00,real_session_190669_21,order,5796,0.978,21
190669,987095,2026-01-01 11:22:00,real_session_190669_23,order,3546,1.0,23
190669,510745,2026-01-01 11:23:00,real_session_190669_25,order,12469,1.0,25
194742,460002,2026-01-01 11:24:00,real_session_194742_01,click,2557,0.222,1
194742,589521,2026-01-01 11:25:00,real_session_194742_04,click,9350,0.287,4
194742,362110,2026-01-01 11:26:00,real_session_194742_08,click,2159,0.374,8
194742,898060,2026-01-01 11:27:00,real_session_194742_11,click,5558,0.439,11
194742,1409867,2026-01-01 11:28:00,real_session_194742_13,click,1740,0.483,13
194742,335737,2026-01-01 11:29:00,real_session_194742_14,click,3387,0.504,14
194742,708216,2026-01-01 11:30:00,real_session_194742_16,click,12932,0.548,16
194742,125422,2026-01-01 11:31:00,real_session_194742_17,click,3387,0.57,17
194742,108381,2026-01-01 11:32:00,real_session_194742_18,click,1740,0.591,18
194742,1256935,2026-01-01 11:33:00,real_session_194742_19,click,11293,0.613,19
194742,938899,2026-01-01 11:34:00,real_session_194742_21,click,1740,0.657,21
194742,1044229,2026-01-01 11:35:00,real_session_194742_22,click,11824,0.678,22
194742,959345,2026-01-01 11:36:00,real_session_194742_23,click,10283,0.7,23
194742,1185682,2026-01-01 11:37:00,real_session_194742_25,click,5024,0.743,25
194742,184881,2026-01-01 11:38:00,real_session_194742_27,click,9350,0.787,27
194742,133513,2026-01-01 11:39:00,real_session_194742_28,click,2218,0.809,28
194742,279094,2026-01-01 11:40:00,real_session_194742_29,click,11824,0.83,29
194742,1063438,2026-01-01 11:41:00,real_session_194742_30,click,11824,0.852,30
194742,1009541,2026-01-01 11:42:00,real_session_194742_31,click,9350,0.874,31
194742,432849,2026-01-01 11:43:00,real_session_194742_32,click,9350,0.896,32
194742,221440,2026-01-01 11:44:00,real_session_194742_33,click,4621,0.917,33
194742,108891,2026-01-01 11:45:00,real_session_194742_36,click,7618,0.983,36
194742,1070157,2026-01-01 11:46:00,real_session_194742_37,click,4313,1.0,37
194742,499463,2026-01-01 11:47:00,real_session_194742_38,click,4616,1.0,38
194742,100985,2026-01-01 11:48:00,real_session_194742_43,click,3050,1.0,43
194742,1233765,2026-01-01 11:49:00,real_session_194742_44,click,3050,1.0,44
194742,1080419,2026-01-01 11:50:00,real_session_194742_45,click,12929,1.0,45
195034,686245,2026-01-01 11:51:00,real_session_195034_02,browse,2957,0.244,2
195034,1009890,2026-01-01 11:52:00,real_session_195034_04,browse,5001,0.289,4
195034,814512,2026-01-01 11:53:00,real_session_195034_08,browse,2641,0.378,8
195034,721137,2026-01-01 11:54:00,real_session_195034_10,browse,6954,0.422,10
195034,553014,2026-01-01 11:55:00,real_session_195034_19,browse,4868,0.622,19
195034,519740,2026-01-01 11:56:00,real_session_195034_30,browse,8444,0.867,30
195034,7219,2026-01-01 11:57:00,real_session_195034_33,browse,9749,0.933,33
195034,1093002,2026-01-01 11:58:00,real_session_195034_43,browse,9745,1.0,43
197516,620050,2026-01-01 11:59:00,real_session_197516_06,order,2371,0.333,6
197516,6381,2026-01-01 12:00:00,real_session_197516_07,order,11432,0.356,7
197516,937101,2026-01-01 12:01:00,real_session_197516_10,order,11541,0.422,10
197516,1183582,2026-01-01 12:02:00,real_session_197516_11,order,3673,0.444,11
197516,1046328,2026-01-01 12:03:00,real_session_197516_13,order,13425,0.489,13
197516,180,2026-01-01 12:04:00,real_session_197516_14,order,10293,0.511,14
197516,1293718,2026-01-01 12:05:00,real_session_197516_15,order,11541,0.533,15
197516,751984,2026-01-01 12:06:00,real_session_197516_16,order,4026,0.556,16
197516,308210,2026-01-01 12:07:00,real_session_197516_17,order,1845,0.578,17
197516,1173393,2026-01-01 12:08:00,real_session_197516_18,order,12507,0.6,18
197516,1303016,2026-01-01 12:09:00,real_session_197516_19,order,7921,0.622,19
197516,908444,2026-01-01 12:10:00,real_session_197516_38,order,9620,1.0,38
197516,313023,2026-01-01 12:11:00,real_session_197516_39,order,10293,1.0,39
197516,502586,2026-01-01 12:12:00,real_session_197516_41,order,3350,1.0,41
197516,919682,2026-01-01 12:13:00,real_session_197516_42,order,12242,1.0,42
197516,443425,2026-01-01 12:14:00,real_session_197516_43,order,10293,1.0,43
202686,615271,2026-01-01 12:15:00,real_session_202686_03,browse,1644,0.279,3
202686,857286,2026-01-01 12:16:00,real_session_202686_05,browse,7229,0.332,5
202686,167392,2026-01-01 12:17:00,real_session_202686_06,browse,11519,0.358,6
202686,1139865,2026-01-01 12:18:00,real_session_202686_07,browse,7229,0.384,7
202686,976230,2026-01-01 12:19:00,real_session_202686_09,browse,5735,0.437,9
202686,585141,2026-01-01 12:20:00,real_session_202686_11,browse,1644,0.489,11
202686,293338,2026-01-01 12:21:00,real_session_202686_12,browse,7229,0.516,12
202686,930549,2026-01-01 12:22:00,real_session_202686_16,browse,1505,0.621,16
202686,582482,2026-01-01 12:23:00,real_session_202686_26,browse,12050,0.884,26
202686,816628,2026-01-01 12:24:00,real_session_202686_30,browse,1505,0.989,30
202686,294004,2026-01-01 12:25:00,real_session_202686_34,browse,3987,1.0,34
202686,125629,2026-01-01 12:26:00,real_session_202686_38,browse,12050,1.0,38
206673,810498,2026-01-01 12:27:00,real_session_206673_04,click,2529,0.289,4
206673,1357210,2026-01-01 12:28:00,real_session_206673_05,click,5547,0.311,5
206673,842921,2026-01-01 12:29:00,real_session_206673_22,click,6531,0.689,22
206673,287819,2026-01-01 12:30:00,real_session_206673_23,click,8719,0.711,23
206673,426173,2026-01-01 12:31:00,real_session_206673_24,click,8718,0.733,24
206673,384747,2026-01-01 12:32:00,real_session_206673_28,click,9348,0.822,28
206673,123652,2026-01-01 12:33:00,real_session_206673_33,click,2529,0.933,33
206673,7394,2026-01-01 12:34:00,real_session_206673_35,click,4037,0.978,35
206673,1058414,2026-01-01 12:35:00,real_session_206673_42,click,3690,1.0,42
212961,299291,2026-01-01 12:36:00,real_session_212961_01,browse,11386,0.225,1
212961,296255,2026-01-01 12:37:00,real_session_212961_07,click,11091,0.375,7
212961,412073,2026-01-01 12:38:00,real_session_212961_13,click,12371,0.525,13
212961,624014,2026-01-01 12:39:00,real_session_212961_20,click,12371,0.7,20
212961,542400,2026-01-01 12:40:00,real_session_212961_21,click,9204,0.725,21
212961,488084,2026-01-01 12:41:00,real_session_212961_33,click,6986,1.0,33
213527,398323,2026-01-01 12:42:00,real_session_213527_07,click,8039,0.568,7
213527,374959,2026-01-01 12:43:00,real_session_213527_12,click,8582,0.832,12
213527,385595,2026-01-01 12:44:00,real_session_213527_13,click,3346,0.884,13
213527,495310,2026-01-01 12:45:00,real_session_213527_15,click,3692,0.989,15
213527,393900,2026-01-01 12:46:00,real_session_213527_17,click,8720,1.0,17
222616,288014,2026-01-01 12:47:00,real_session_222616_01,click,12760,0.221,1
222616,1199472,2026-01-01 12:48:00,real_session_222616_05,click,11628,0.306,5
222616,89853,2026-01-01 12:49:00,real_session_222616_06,click,1576,0.328,6
222616,289314,2026-01-01 12:50:00,real_session_222616_12,click,3062,0.455,12
222616,570153,2026-01-01 12:51:00,real_session_222616_13,click,13230,0.477,13
222616,549901,2026-01-01 12:52:00,real_session_222616_14,click,5571,0.498,14
222616,362975,2026-01-01 12:53:00,real_session_222616_15,click,11877,0.519,15
222616,1175969,2026-01-01 12:54:00,real_session_222616_22,click,10894,0.668,22
222616,1060945,2026-01-01 12:55:00,real_session_222616_23,click,11628,0.689,23
222616,886316,2026-01-01 12:56:00,real_session_222616_26,click,1962,0.753,26
222616,1120114,2026-01-01 12:57:00,real_session_222616_27,click,11145,0.774,27
222616,497967,2026-01-01 12:58:00,real_session_222616_28,click,11145,0.796,28
222616,533472,2026-01-01 12:59:00,real_session_222616_36,click,11629,0.966,36
222616,443916,2026-01-01 13:00:00,real_session_222616_39,click,1576,1.0,39
222616,698426,2026-01-01 13:01:00,real_session_222616_41,click,1575,1.0,41
222616,971113,2026-01-01 13:02:00,real_session_222616_42,click,11628,1.0,42
222616,844595,2026-01-01 13:03:00,real_session_222616_43,click,3790,1.0,43
222616,1173394,2026-01-01 13:04:00,real_session_222616_47,click,1575,1.0,47
225752,226013,2026-01-01 13:05:00,real_session_225752_11,order,2435,0.555,11
225752,676519,2026-01-01 13:06:00,real_session_225752_22,order,4081,0.91,22
225752,1403112,2026-01-01 13:07:00,real_session_225752_26,order,7500,1.0,26
225752,164033,2026-01-01 13:08:00,real_session_225752_27,order,2435,1.0,27
225752,57820,2026-01-01 13:09:00,real_session_225752_29,order,6298,1.0,29
225752,1778,2026-01-01 13:10:00,real_session_225752_30,order,10774,1.0,30
232289,255186,2026-01-01 13:11:00,real_session_232289_04,collect,2902,0.348,4
232289,878409,2026-01-01 13:12:00,real_session_232289_22,collect,12528,1.0,22
236817,12,2026-01-01 13:13:00,real_session_236817_01,collect,11843,0.221,1
236817,777145,2026-01-01 13:14:00,real_session_236817_07,collect,11560,0.346,7
236817,309388,2026-01-01 13:15:00,real_session_236817_09,collect,1695,0.388,9
236817,1097536,2026-01-01 13:16:00,real_session_236817_13,collect,9780,0.471,13
236817,60694,2026-01-01 13:17:00,real_session_236817_14,collect,9780,0.492,14
236817,63578,2026-01-01 13:18:00,real_session_236817_18,collect,6330,0.575,18
236817,309771,2026-01-01 13:19:00,real_session_236817_19,collect,6329,0.596,19
236817,511402,2026-01-01 13:20:00,real_session_236817_20,collect,4769,0.617,20
236817,376084,2026-01-01 13:21:00,real_session_236817_22,collect,11560,0.658,22
236817,1240099,2026-01-01 13:22:00,real_session_236817_27,collect,6330,0.762,27
236817,1327259,2026-01-01 13:23:00,real_session_236817_28,collect,9092,0.783,28
236817,661622,2026-01-01 13:24:00,real_session_236817_29,collect,4769,0.804,29
236817,498820,2026-01-01 13:25:00,real_session_236817_33,collect,4768,0.887,33
236817,543622,2026-01-01 13:26:00,real_session_236817_35,collect,2148,0.929,35
236817,778968,2026-01-01 13:27:00,real_session_236817_38,collect,6329,0.992,38
236817,1168100,2026-01-01 13:28:00,real_session_236817_41,collect,9408,1.0,41
236817,218223,2026-01-01 13:29:00,real_session_236817_48,collect,3043,1.0,48
243699,1037828,2026-01-01 13:30:00,real_session_243699_02,order,9359,0.244,2
243699,1044151,2026-01-01 13:31:00,real_session_243699_03,order,6411,0.267,3
243699,588869,2026-01-01 13:32:00,real_session_243699_05,order,10687,0.311,5
243699,152597,2026-01-01 13:33:00,real_session_243699_06,order,8573,0.333,6
243699,64866,2026-01-01 13:34:00,real_session_243699_07,order,2073,0.356,7
243699,1186602,2026-01-01 13:35:00,real_session_243699_08,order,8573,0.378,8
243699,1054473,2026-01-01 13:36:00,real_session_243699_09,order,13032,0.4,9
243699,861791,2026-01-01 13:37:00,real_session_243699_12,click,10947,0.467,12
243699,604841,2026-01-01 13:38:00,real_session_243699_13,order,12249,0.489,13
243699,991382,2026-01-01 13:39:00,real_session_243699_14,order,9623,0.511,14
243699,350665,2026-01-01 13:40:00,real_session_243699_17,collect,6875,0.578,17
243699,785903,2026-01-01 13:41:00,real_session_243699_24,order,2859,0.733,24
243699,1155708,2026-01-01 13:42:00,real_session_243699_25,order,11695,0.756,25
243699,667376,2026-01-01 13:43:00,real_session_243699_31,order,11695,0.889,31
243699,439106,2026-01-01 13:44:00,real_session_243699_35,order,11914,0.978,35
243699,1363495,2026-01-01 13:45:00,real_session_243699_39,order,12730,1.0,39
265616,1318969,2026-01-01 13:46:00,real_session_265616_09,click,12996,0.391,9
265616,787582,2026-01-01 13:47:00,real_session_265616_10,click,11932,0.413,10
265616,173435,2026-01-01 13:48:00,real_session_265616_19,click,2221,0.604,19
265616,713201,2026-01-01 13:49:00,real_session_265616_21,click,3112,0.647,21
265616,873902,2026-01-01 13:50:00,real_session_265616_31,click,6630,0.86,31
