item_id,tag_type,tag_name,tag_weight
627647,scene,group_order,0.88
627647,scene,solo_meal,0.86
627647,price,luxury,0.83
701498,taste,rich,0.87
701498,taste,savory,0.89
701498,scene,afternoon_tea,0.51
701498,scene,late_night,0.48
701498,price,luxury,0.89
831756,taste,sweet,0.71
831756,taste,crispy,0.72
831756,scene,group_order,0.77
831756,scene,afternoon_tea,0.79
831756,price,luxury,0.72
272509,taste,crispy,0.85
272509,taste,rich,0.83
272509,scene,late_night,0.89
272509,scene,dinner,0.85
272509,price,luxury,0.85
383592,taste,fresh,0.62
383592,taste,mild,0.61
383592,scene,late_night,0.67
383592,price,luxury,0.63
655143,taste,umami,0.83
655143,taste,sweet,0.83
655143,scene,dinner,0.84
655143,price,luxury,0.84
681887,taste,umami,0.52
681887,taste,spicy,0.52
681887,scene,dinner,0.53
681887,scene,lunch,0.52
681887,price,luxury,0.53
908677,taste,spicy,0.87
908677,scene,lunch,0.87
908677,scene,solo_meal,0.46
908677,price,luxury,0.88
925419,taste,sweet,0.89
925419,scene,late_night,0.49
925419,scene,group_order,0.5
925419,price,luxury,0.45
977485,taste,savory,0.46
977485,taste,mild,0.89
977485,scene,solo_meal,0.49
977485,scene,lunch,0.45
977485,price,luxury,0.46
1235088,taste,spicy,0.68
1235088,taste,crispy,0.69
1235088,scene,solo_meal,0.72
1235088,scene,group_order,0.74
1235088,price,luxury,0.69
1327920,taste,fresh,0.65
1327920,taste,rich,0.64
1327920,scene,group_order,0.71
1327920,price,luxury,0.66
1393116,taste,sweet,0.56
1393116,taste,fresh,0.56
1393116,scene,lunch,0.56
1393116,scene,dinner,0.57
1393116,price,luxury,0.57
19148,taste,rich,0.72
19148,taste,fresh,0.73
19148,scene,group_order,0.79
19148,scene,afternoon_tea,0.81
19148,price,luxury,0.74
56254,taste,crispy,0.55
56254,taste,spicy,0.54
56254,scene,late_night,0.59
56254,price,luxury,0.55
116280,taste,fresh,0.5
116280,taste,savory,0.51
116280,scene,solo_meal,0.54
116280,scene,lunch,0.5
116280,price,luxury,0.51
169866,taste,rich,0.85
169866,taste,sweet,0.86
169866,scene,solo_meal,0.45
169866,scene,afternoon_tea,0.49
169866,price,luxury,0.87
213179,taste,spicy,0.64
213179,scene,solo_meal,0.68
213179,scene,late_night,0.69
213179,price,luxury,0.65
252041,taste,mild,0.45
252041,taste,rich,0.45
252041,scene,afternoon_tea,0.54
252041,price,luxury,0.47
270384,taste,fresh,0.74
270384,taste,mild,0.73
270384,scene,group_order,0.8
270384,scene,late_night,0.79
270384,price,luxury,0.75
373048,taste,sweet,0.48
373048,taste,spicy,0.48
373048,scene,lunch,0.48
373048,scene,late_night,0.53
373048,price,luxury,0.49
379560,taste,fresh,0.8
379560,taste,rich,0.79
379560,scene,solo_meal,0.84
379560,scene,afternoon_tea,0.88
379560,price,luxury,0.81
525542,taste,crispy,0.83
525542,taste,spicy,0.82
525542,scene,dinner,0.83
525542,scene,lunch,0.82
525542,price,luxury,0.83
587492,taste,sweet,0.67
587492,taste,crispy,0.68
587492,scene,afternoon_tea,0.75
587492,scene,dinner,0.68
587492,price,luxury,0.68
809505,taste,mild,0.49
809505,taste,savory,0.51
809505,scene,lunch,0.5
809505,scene,late_night,0.55
809505,price,luxury,0.51
835002,taste,rich,0.76
835002,taste,mild,0.76
835002,scene,afternoon_tea,0.85
835002,scene,solo_meal,0.81
835002,price,luxury,0.78
888067,taste,spicy,0.87
888067,taste,rich,0.86
888067,scene,afternoon_tea,0.5
888067,price,luxury,0.88
938899,taste,spicy,0.69
938899,taste,crispy,0.7
938899,scene,group_order,0.75
938899,scene,dinner,0.7
938899,price,luxury,0.7
973826,taste,spicy,0.76
973826,taste,sweet,0.76
973826,scene,group_order,0.82
973826,scene,dinner,0.77
973826,price,luxury,0.77
1018956,taste,sweet,0.71
1018956,taste,umami,0.71
1018956,scene,afternoon_tea,0.79
1018956,scene,lunch,0.71
1018956,price,luxury,0.72
1031445,taste,fresh,0.5
1031445,taste,spicy,0.5
1031445,scene,late_night,0.55
1031445,scene,lunch,0.5
1031445,price,luxury,0.51
1072930,taste,rich,0.89
1072930,taste,spicy,0.45
1072930,scene,solo_meal,0.49
1072930,scene,lunch,0.45
1072930,price,luxury,0.46
1198251,taste,spicy,0.86
1198251,taste,sweet,0.86
1198251,scene,late_night,0.46
1198251,scene,group_order,0.47
1198251,price,luxury,0.87
1204216,taste,umami,0.66
1204216,taste,mild,0.65
1204216,scene,solo_meal,0.7
1204216,scene,late_night,0.71
1204216,price,luxury,0.67
1242241,taste,mild,0.65
1242241,taste,umami,0.66
1242241,scene,dinner,0.67
1242241,scene,lunch,0.66
1242241,price,luxury,0.67
1247915,taste,spicy,0.7
1247915,taste,crispy,0.71
1247915,scene,lunch,0.7
1247915,scene,dinner,0.71
1247915,price,luxury,0.71
1335042,taste,rich,0.76
1335042,taste,umami,0.77
1335042,scene,late_night,0.82
1335042,scene,solo_meal,0.81
1335042,price,luxury,0.78
39503,taste,umami,0.88
39503,taste,crispy,0.89
39503,scene,lunch,0.88
39503,scene,dinner,0.89
39503,price,luxury,0.89
106242,taste,rich,0.46
106242,taste,umami,0.47
106242,scene,group_order,0.53
106242,scene,late_night,0.52
106242,price,luxury,0.48
130281,taste,mild,0.55
130281,taste,fresh,0.56
130281,scene,afternoon_tea,0.64
130281,price,luxury,0.57
165090,taste,spicy,0.8
165090,scene,solo_meal,0.84
165090,scene,lunch,0.8
165090,price,luxury,0.81
167229,taste,savory,0.6
167229,taste,spicy,0.59
167229,scene,group_order,0.65
167229,scene,lunch,0.59
167229,price,luxury,0.6
185038,taste,crispy,0.49
185038,taste,sweet,0.48
185038,scene,group_order,0.54
185038,price,luxury,0.49
217882,taste,crispy,0.88
217882,taste,spicy,0.87
217882,scene,group_order,0.48
217882,scene,solo_meal,0.46
217882,price,luxury,0.88
220662,taste,sweet,0.77
220662,taste,savory,0.78
220662,scene,late_night,0.82
220662,scene,lunch,0.77
220662,price,luxury,0.78
231164,taste,sweet,0.49
231164,taste,fresh,0.49
231164,scene,afternoon_tea,0.57
231164,price,luxury,0.5
237805,taste,savory,0.76
237805,taste,mild,0.74
237805,scene,group_order,0.81
237805,scene,solo_meal,0.79
237805,price,luxury,0.76
262649,taste,rich,0.78
262649,taste,sweet,0.79
262649,scene,dinner,0.8
262649,price,luxury,0.8
273620,taste,sweet,0.7
273620,taste,umami,0.7
273620,scene,lunch,0.7
273620,scene,late_night,0.75
273620,price,luxury,0.71
329168,taste,fresh,0.88
329168,taste,savory,0.89
329168,scene,dinner,0.89
329168,scene,solo_meal,0.47
329168,price,luxury,0.89
333659,taste,spicy,0.79
333659,taste,umami,0.79
333659,scene,lunch,0.79
333659,scene,late_night,0.84
333659,price,luxury,0.8
402282,taste,rich,0.76
402282,taste,mild,0.76
402282,scene,solo_meal,0.81
402282,price,luxury,0.78
413937,taste,mild,0.76
413937,taste,crispy,0.78
413937,scene,lunch,0.77
413937,scene,dinner,0.78
413937,price,luxury,0.78
417820,taste,sweet,0.45
417820,scene,late_night,0.5
417820,scene,afternoon_tea,0.53
417820,price,luxury,0.46
459431,taste,spicy,0.76
459431,taste,sweet,0.76
459431,scene,group_order,0.82
459431,scene,dinner,0.77
459431,price,luxury,0.77
488272,taste,sweet,0.72
488272,taste,mild,0.71
488272,scene,solo_meal,0.76
488272,scene,lunch,0.72
488272,price,luxury,0.73
498193,taste,rich,0.47
498193,taste,mild,0.47
498193,scene,dinner,0.49
498193,scene,lunch,0.48
498193,price,luxury,0.49
525779,taste,spicy,0.49
525779,scene,afternoon_tea,0.57
525779,scene,solo_meal,0.53
525779,price,luxury,0.5
582278,taste,crispy,0.74
582278,taste,sweet,0.73
582278,scene,late_night,0.78
582278,scene,dinner,0.74
582278,price,luxury,0.74
594225,taste,mild,0.49
594225,taste,crispy,0.51
594225,scene,group_order,0.56
594225,scene,afternoon_tea,0.58
594225,price,luxury,0.51
660329,taste,mild,0.48
660329,taste,savory,0.5
660329,scene,afternoon_tea,0.57
660329,scene,solo_meal,0.53
660329,price,luxury,0.5
676427,taste,spicy,0.82
676427,taste,crispy,0.83
676427,scene,group_order,0.88
676427,scene,dinner,0.83
676427,price,luxury,0.83
702179,taste,spicy,0.49
702179,taste,crispy,0.5
702179,scene,solo_meal,0.53
702179,scene,group_order,0.55
702179,price,luxury,0.5
704504,taste,spicy,0.79
704504,scene,afternoon_tea,0.87
704504,scene,late_night,0.84
704504,price,luxury,0.8
707973,taste,savory,0.84
707973,taste,umami,0.83
707973,scene,dinner,0.84
707973,scene,lunch,0.83
707973,price,luxury,0.84
776107,taste,spicy,0.87
776107,taste,mild,0.86
776107,scene,group_order,0.48
776107,scene,solo_meal,0.46
776107,price,luxury,0.88
837223,taste,fresh,0.48
837223,taste,umami,0.48
837223,scene,late_night,0.53
837223,scene,lunch,0.48
837223,price,luxury,0.49
848243,taste,spicy,0.88
848243,taste,umami,0.88
848243,scene,late_night,0.48
848243,scene,lunch,0.88
848243,price,luxury,0.89
850798,taste,crispy,0.79
850798,taste,spicy,0.78
850798,scene,dinner,0.79
850798,scene,solo_meal,0.82
850798,price,luxury,0.79
858936,taste,fresh,0.71
858936,taste,sweet,0.71
858936,scene,afternoon_tea,0.79
858936,scene,group_order,0.77
858936,price,luxury,0.72
875288,taste,mild,0.87
875288,scene,solo_meal,0.47
875288,price,luxury,0.89
900569,taste,mild,0.78
900569,taste,spicy,0.79
900569,scene,group_order,0.85
900569,scene,late_night,0.84
900569,price,luxury,0.8
916166,taste,sweet,0.61
916166,taste,umami,0.61
916166,scene,group_order,0.67
916166,scene,solo_meal,0.65
916166,price,luxury,0.62
933604,taste,sweet,0.84
933604,taste,fresh,0.84
933604,scene,dinner,0.85
933604,price,luxury,0.85
936530,taste,rich,0.84
936530,taste,spicy,0.85
936530,scene,group_order,0.46
936530,scene,solo_meal,0.89
936530,price,luxury,0.86
958276,taste,sweet,0.51
958276,taste,crispy,0.52
958276,scene,group_order,0.57
958276,price,luxury,0.52
962083,taste,spicy,0.78
962083,taste,rich,0.77
962083,scene,solo_meal,0.82
962083,scene,group_order,0.84
962083,price,luxury,0.79
1010889,taste,crispy,0.6
1010889,taste,mild,0.58
1010889,scene,group_order,0.65
1010889,scene,lunch,0.59
1010889,price,luxury,0.6
1034166,taste,crispy,0.72
1034166,taste,savory,0.72
1034166,scene,late_night,0.76
1034166,price,luxury,0.72
1038382,taste,crispy,0.58
1038382,taste,fresh,0.57
1038382,scene,dinner,0.58
1038382,scene,group_order,0.63
1038382,price,luxury,0.58
1051518,taste,crispy,0.54
1051518,taste,mild,0.52
1051518,scene,dinner,0.54
1051518,scene,late_night,0.58
1051518,price,luxury,0.54
1063438,taste,crispy,0.49
1063438,taste,savory,0.49
1063438,scene,dinner,0.49
1063438,scene,late_night,0.53
1063438,price,luxury,0.49
1075655,taste,savory,0.71
1075655,taste,fresh,0.7
1075655,scene,dinner,0.71
1075655,scene,afternoon_tea,0.78
1075655,price,luxury,0.71
1105014,taste,mild,0.88
1105014,taste,sweet,0.89
1105014,scene,afternoon_tea,0.52
1105014,scene,dinner,0.45
1105014,price,luxury,0.45
1107743,taste,fresh,0.73
1107743,taste,spicy,0.73
1107743,scene,late_night,0.78
1107743,scene,solo_meal,0.77
1107743,price,luxury,0.74
1129065,taste,umami,0.65
1129065,taste,sweet,0.65
1129065,scene,dinner,0.66
1129065,price,luxury,0.66
1196681,taste,fresh,0.46
1196681,taste,mild,0.45
1196681,scene,late_night,0.51
1196681,scene,lunch,0.46
1196681,price,luxury,0.47
1210197,taste,savory,0.63
1210197,taste,rich,0.61
1210197,scene,lunch,0.62
1210197,scene,dinner,0.63
1210197,price,luxury,0.63
1211622,taste,crispy,0.48
1211622,taste,fresh,0.47
1211622,scene,solo_meal,0.51
1211622,scene,group_order,0.53
1211622,price,luxury,0.48
1232152,taste,fresh,0.57
1232152,taste,spicy,0.57
1232152,scene,dinner,0.58
1232152,scene,solo_meal,0.61
1232152,price,luxury,0.58
1255881,taste,umami,0.71
1255881,taste,savory,0.72
1255881,scene,group_order,0.77
1255881,scene,lunch,0.71
1255881,price,luxury,0.72
1271305,taste,mild,0.59
1271305,scene,afternoon_tea,0.68
1271305,scene,solo_meal,0.64
1271305,price,luxury,0.61
1273777,taste,mild,0.56
1273777,taste,crispy,0.58
1273777,scene,late_night,0.62
1273777,scene,dinner,0.58
1273777,price,luxury,0.58
1314535,taste,umami,0.45
1314535,taste,mild,0.89
1314535,scene,dinner,0.46
1314535,scene,lunch,0.45
1314535,price,luxury,0.46
1328997,taste,savory,0.63
1328997,taste,fresh,0.62
1328997,scene,late_night,0.67
1328997,scene,dinner,0.63
1328997,price,luxury,0.63
1330557,taste,savory,0.48
1330557,taste,crispy,0.48
1330557,scene,afternoon_tea,0.55
1330557,scene,group_order,0.53
1330557,price,luxury,0.48
1335551,taste,umami,0.46
1335551,taste,fresh,0.46
1335551,scene,group_order,0.52
1335551,scene,afternoon_tea,0.54
1335551,price,luxury,0.47
1354464,taste,crispy,0.6
1354464,taste,fresh,0.59
1354464,scene,dinner,0.6
1354464,scene,group_order,0.65
1354464,price,luxury,0.6
5857,taste,mild,0.56
5857,taste,rich,0.56
5857,scene,late_night,0.62
5857,scene,group_order,0.63
5857,price,luxury,0.58
35377,taste,umami,0.57
35377,taste,crispy,0.58
35377,scene,solo_meal,0.61
35377,scene,afternoon_tea,0.65
35377,price,luxury,0.58
59403,taste,mild,0.52
59403,taste,rich,0.52
59403,scene,solo_meal,0.57
59403,scene,afternoon_tea,0.61
59403,price,luxury,0.54
86611,taste,spicy,0.81
86611,taste,umami,0.81
86611,scene,dinner,0.82
86611,scene,lunch,0.81
86611,price,luxury,0.82
87033,taste,mild,0.52
87033,taste,sweet,0.53
87033,scene,group_order,0.59
87033,scene,afternoon_tea,0.61
87033,price,luxury,0.54
88412,taste,savory,0.83
88412,taste,rich,0.81
88412,scene,solo_meal,0.86
88412,scene,group_order,0.88
88412,price,luxury,0.83
107291,taste,spicy,0.61
107291,taste,mild,0.6
107291,scene,afternoon_tea,0.69
107291,scene,lunch,0.61
107291,price,luxury,0.62
113142,taste,crispy,0.63
113142,taste,rich,0.61
113142,scene,afternoon_tea,0.7
113142,scene,group_order,0.68
113142,price,luxury,0.63
121310,taste,crispy,0.86
121310,taste,mild,0.84
121310,scene,solo_meal,0.89
121310,scene,late_night,0.45
121310,price,luxury,0.86
125411,taste,spicy,0.46
125411,taste,sweet,0.46
125411,scene,lunch,0.46
125411,scene,afternoon_tea,0.54
125411,price,luxury,0.47
128963,taste,spicy,0.88
128963,taste,fresh,0.88
128963,scene,group_order,0.49
128963,price,luxury,0.89
130874,taste,rich,0.63
130874,taste,sweet,0.64
130874,scene,dinner,0.65
130874,price,luxury,0.65
132143,taste,umami,0.73
132143,taste,mild,0.72
132143,scene,dinner,0.74
132143,scene,late_night,0.78
132143,price,luxury,0.74
145706,taste,rich,0.45
145706,taste,sweet,0.46
145706,scene,lunch,0.46
145706,scene,afternoon_tea,0.54
145706,price,luxury,0.47
147082,taste,rich,0.71
147082,scene,late_night,0.77
147082,scene,group_order,0.78
147082,price,luxury,0.73
154450,taste,crispy,0.61
154450,taste,sweet,0.6
154450,scene,lunch,0.6
154450,scene,afternoon_tea,0.68
154450,price,luxury,0.61
157239,taste,umami,0.59
157239,taste,rich,0.58
157239,scene,group_order,0.65
157239,scene,afternoon_tea,0.67
157239,price,luxury,0.6
158839,taste,umami,0.84
158839,taste,sweet,0.84
158839,scene,lunch,0.84
158839,scene,group_order,0.45
158839,price,luxury,0.85
174242,taste,rich,0.51
174242,taste,sweet,0.52
174242,scene,late_night,0.57
174242,scene,group_order,0.58
174242,price,luxury,0.53
182995,taste,spicy,0.75
182995,taste,crispy,0.76
182995,scene,dinner,0.76
182995,scene,afternoon_tea,0.83
182995,price,luxury,0.76
188153,taste,rich,0.57
188153,taste,mild,0.57
188153,scene,late_night,0.63
188153,price,luxury,0.59
206762,taste,rich,0.81
206762,scene,group_order,0.88
206762,scene,afternoon_tea,0.45
206762,price,luxury,0.83
209663,taste,umami,0.58
209663,taste,rich,0.57
209663,scene,group_order,0.64
209663,scene,dinner,0.59
209663,price,luxury,0.59
233191,taste,savory,0.52
233191,taste,crispy,0.52
233191,scene,dinner,0.52
233191,price,luxury,0.52
254429,taste,savory,0.5
254429,taste,crispy,0.5
254429,scene,solo_meal,0.53
254429,scene,dinner,0.5
254429,price,luxury,0.5
254430,taste,crispy,0.51
254430,taste,savory,0.51
254430,scene,dinner,0.51
254430,scene,solo_meal,0.54
254430,price,luxury,0.51
258369,taste,rich,0.73
258369,taste,crispy,0.75
258369,scene,solo_meal,0.78
258369,scene,dinner,0.75
258369,price,luxury,0.75
274099,taste,mild,0.53
274099,taste,umami,0.54
274099,scene,dinner,0.55
274099,scene,late_night,0.59
274099,price,luxury,0.55
277493,taste,spicy,0.73
277493,taste,crispy,0.74
277493,scene,lunch,0.73
277493,scene,group_order,0.79
277493,price,luxury,0.74
279094,taste,crispy,0.55
279094,taste,savory,0.55
279094,scene,solo_meal,0.58
279094,scene,late_night,0.59
279094,price,luxury,0.55
280352,taste,mild,0.51
280352,taste,fresh,0.52
280352,scene,lunch,0.52
280352,scene,afternoon_tea,0.6
280352,price,luxury,0.53
293662,taste,mild,0.86
293662,taste,sweet,0.87
293662,scene,lunch,0.87
293662,scene,dinner,0.88
293662,price,luxury,0.88
300773,taste,savory,0.89
300773,taste,mild,0.87
300773,scene,afternoon_tea,0.51
300773,scene,lunch,0.88
300773,price,luxury,0.89
312834,taste,fresh,0.89
312834,taste,mild,0.88
312834,scene,afternoon_tea,0.52
312834,scene,late_night,0.49
312834,price,luxury,0.45
328787,taste,spicy,0.67
328787,taste,savory,0.68
328787,scene,lunch,0.67
328787,scene,late_night,0.72
328787,price,luxury,0.68
333426,taste,spicy,0.71
333426,taste,mild,0.7
333426,scene,solo_meal,0.75
333426,scene,late_night,0.76
333426,price,luxury,0.72
342242,taste,spicy,0.67
342242,taste,mild,0.66
342242,scene,group_order,0.73
342242,scene,late_night,0.72
342242,price,luxury,0.68
355630,taste,sweet,0.45
355630,scene,lunch,0.45
355630,scene,dinner,0.46
355630,price,luxury,0.46
372308,taste,sweet,0.73
372308,taste,fresh,0.73
372308,scene,solo_meal,0.77
372308,scene,group_order,0.79
372308,price,luxury,0.74
372736,taste,fresh,0.51
372736,taste,rich,0.5
372736,scene,lunch,0.51
372736,scene,group_order,0.57
372736,price,luxury,0.52
377375,taste,savory,0.56
377375,taste,mild,0.54
377375,scene,lunch,0.55
377375,price,luxury,0.56
380617,taste,mild,0.56
380617,taste,fresh,0.57
380617,scene,afternoon_tea,0.65
380617,scene,dinner,0.58
380617,price,luxury,0.58
387417,taste,mild,0.61
387417,taste,savory,0.63
387417,scene,dinner,0.63
387417,scene,lunch,0.62
387417,price,luxury,0.63
404381,taste,fresh,0.61
404381,taste,sweet,0.61
404381,scene,late_night,0.66
404381,scene,group_order,0.67
404381,price,luxury,0.62
406652,taste,savory,0.83
406652,taste,fresh,0.82
406652,scene,group_order,0.88
406652,price,luxury,0.83
418400,taste,fresh,0.85
418400,scene,afternoon_tea,0.48
418400,scene,group_order,0.46
418400,price,luxury,0.86
434611,taste,spicy,0.51
434611,taste,crispy,0.52
434611,scene,lunch,0.51
434611,scene,afternoon_tea,0.59
434611,price,luxury,0.52
453970,taste,rich,0.59
453970,taste,sweet,0.6
453970,scene,lunch,0.6
453970,scene,afternoon_tea,0.68
453970,price,luxury,0.61
457494,taste,crispy,0.75
457494,taste,umami,0.74
457494,scene,lunch,0.74
457494,price,luxury,0.75
457837,taste,savory,0.58
457837,taste,umami,0.57
457837,scene,group_order,0.63
457837,scene,solo_meal,0.61
457837,price,luxury,0.58
462736,taste,fresh,0.51
462736,taste,sweet,0.51
462736,scene,group_order,0.57
462736,scene,dinner,0.52
462736,price,luxury,0.52
471171,taste,mild,0.7
471171,taste,crispy,0.72
471171,scene,group_order,0.77
471171,price,luxury,0.72
475821,taste,savory,0.87
475821,taste,fresh,0.86
475821,scene,dinner,0.87
475821,scene,afternoon_tea,0.49
475821,price,luxury,0.87
483968,taste,fresh,0.88
483968,taste,spicy,0.88
483968,scene,late_night,0.48
483968,scene,solo_meal,0.47
483968,price,luxury,0.89
489793,taste,umami,0.63
489793,scene,solo_meal,0.67
489793,price,luxury,0.64
491849,taste,mild,0.48
491849,taste,crispy,0.5
491849,scene,solo_meal,0.53
491849,scene,afternoon_tea,0.57
491849,price,luxury,0.5
499301,taste,savory,0.77
499301,taste,umami,0.76
499301,scene,afternoon_tea,0.84
499301,scene,solo_meal,0.8
499301,price,luxury,0.77
509325,taste,savory,0.66
509325,taste,fresh,0.65
509325,scene,dinner,0.66
509325,scene,group_order,0.71
509325,price,luxury,0.66
521563,taste,spicy,0.63
521563,taste,mild,0.62
521563,scene,afternoon_tea,0.71
521563,scene,solo_meal,0.67
521563,price,luxury,0.64
528808,taste,fresh,0.63
528808,taste,spicy,0.63
528808,scene,group_order,0.69
528808,scene,solo_meal,0.67
528808,price,luxury,0.64
539780,taste,sweet,0.55
539780,taste,spicy,0.55
539780,scene,group_order,0.61
539780,scene,solo_meal,0.59
539780,price,luxury,0.56
544930,taste,rich,0.74
544930,taste,spicy,0.75
544930,scene,afternoon_tea,0.83
544930,scene,solo_meal,0.79
544930,price,luxury,0.76
548116,taste,rich,0.65
548116,taste,mild,0.65
548116,scene,lunch,0.66
548116,price,luxury,0.67
548904,taste,crispy,0.45
548904,scene,afternoon_tea,0.52
548904,scene,dinner,0.45
548904,price,luxury,0.45
567935,taste,umami,0.85
567935,taste,spicy,0.85
567935,scene,group_order,0.46
567935,scene,solo_meal,0.89
567935,price,luxury,0.86
580700,taste,sweet,0.7
580700,taste,savory,0.71
580700,scene,dinner,0.71
580700,scene,solo_meal,0.74
580700,price,luxury,0.71
582169,taste,umami,0.54
582169,taste,fresh,0.54
582169,scene,lunch,0.54
582169,scene,group_order,0.6
582169,price,luxury,0.55
605325,taste,savory,0.81
605325,taste,umami,0.8
605325,scene,dinner,0.81
605325,scene,lunch,0.8
605325,price,luxury,0.81
605912,taste,fresh,0.82
605912,taste,umami,0.82
605912,scene,afternoon_tea,0.45
605912,scene,lunch,0.82
605912,price,luxury,0.83
650646,taste,crispy,0.87
650646,taste,savory,0.87
650646,scene,group_order,0.47
650646,scene,solo_meal,0.45
650646,price,luxury,0.87
660580,taste,sweet,0.75
660580,taste,mild,0.74
660580,scene,group_order,0.81
660580,scene,solo_meal,0.79
660580,price,luxury,0.76
660877,taste,spicy,0.57
660877,taste,umami,0.57
660877,scene,lunch,0.57
660877,scene,late_night,0.62
660877,price,luxury,0.58
661594,taste,rich,0.53
661594,taste,mild,0.53
661594,scene,afternoon_tea,0.62
661594,scene,late_night,0.59
661594,price,luxury,0.55
661622,taste,savory,0.83
661622,taste,crispy,0.83
661622,scene,late_night,0.87
661622,scene,dinner,0.83
661622,price,luxury,0.83
687058,taste,crispy,0.49
687058,scene,group_order,0.54
687058,price,luxury,0.49
711135,taste,rich,0.49
711135,taste,spicy,0.5
711135,scene,solo_meal,0.54
711135,price,luxury,0.51
736824,taste,crispy,0.45
736824,taste,spicy,0.89
736824,scene,afternoon_tea,0.52
736824,scene,lunch,0.89
736824,price,luxury,0.45
742281,taste,mild,0.55
742281,taste,rich,0.55
742281,scene,group_order,0.62
742281,scene,afternoon_tea,0.64
742281,price,luxury,0.57
766643,taste,spicy,0.73
766643,taste,crispy,0.74
766643,scene,late_night,0.78
766643,scene,dinner,0.74
766643,price,luxury,0.74
780188,taste,sweet,0.73
780188,scene,afternoon_tea,0.81
780188,price,luxury,0.74
780977,taste,mild,0.51
780977,taste,savory,0.53
780977,scene,late_night,0.57
780977,scene,lunch,0.52
780977,price,luxury,0.53
791964,taste,sweet,0.59
791964,taste,crispy,0.6
791964,scene,group_order,0.65
791964,price,luxury,0.6
792376,taste,fresh,0.66
792376,taste,rich,0.65
792376,scene,late_night,0.71
792376,scene,group_order,0.72
792376,price,luxury,0.67
795490,taste,fresh,0.75
795490,taste,sweet,0.75
795490,scene,group_order,0.81
795490,scene,afternoon_tea,0.83
795490,price,luxury,0.76
798630,taste,crispy,0.66
798630,taste,rich,0.64
798630,scene,afternoon_tea,0.73
798630,price,luxury,0.66
834595,taste,spicy,0.75
834595,taste,savory,0.76
834595,scene,afternoon_tea,0.83
834595,scene,lunch,0.75
834595,price,luxury,0.76
837682,taste,crispy,0.58
837682,taste,fresh,0.57
837682,scene,solo_meal,0.61
837682,scene,group_order,0.63
837682,price,luxury,0.58
837943,taste,umami,0.48
837943,taste,savory,0.49
837943,scene,solo_meal,0.52
837943,scene,lunch,0.48
837943,price,luxury,0.49
841564,taste,rich,0.68
841564,taste,fresh,0.69
841564,scene,late_night,0.74
841564,scene,dinner,0.7
841564,price,luxury,0.7
845251,taste,rich,0.65
845251,taste,mild,0.65
