review_id,user_id,item_id,rating,sentiment_score,review_text
50,122901,366959,4,0.78,real_behavior_review_user_122901_item_366959
51,122901,1242804,4,0.74,real_behavior_review_user_122901_item_1242804
52,122901,1176346,4,0.7,real_behavior_review_user_122901_item_1176346
53,122901,1055315,4,0.7,real_behavior_review_user_122901_item_1055315
54,127346,80147,4,0.7,real_behavior_review_user_127346_item_80147
55,127346,155308,4,0.74,real_behavior_review_user_127346_item_155308
56,127346,864680,4,0.7,real_behavior_review_user_127346_item_864680
57,127346,310262,4,0.74,real_behavior_review_user_127346_item_310262
58,127346,790858,4,0.7,real_behavior_review_user_127346_item_790858
59,127346,1321049,4,0.74,real_behavior_review_user_127346_item_1321049
60,127346,494143,4,0.78,real_behavior_review_user_127346_item_494143
61,127346,581015,4,0.7,real_behavior_review_user_127346_item_581015
62,127346,804856,4,0.74,real_behavior_review_user_127346_item_804856
63,127346,497471,4,0.7,real_behavior_review_user_127346_item_497471
64,127346,806741,4,0.78,real_behavior_review_user_127346_item_806741
65,127346,1000094,4,0.74,real_behavior_review_user_127346_item_1000094
66,127346,824257,4,0.78,real_behavior_review_user_127346_item_824257
67,127346,94532,4,0.74,real_behavior_review_user_127346_item_94532
68,127346,1225542,4,0.7,real_behavior_review_user_127346_item_1225542
69,127346,1277402,4,0.78,real_behavior_review_user_127346_item_1277402
70,127346,27665,4,0.74,real_behavior_review_user_127346_item_27665
71,127346,59403,4,0.78,real_behavior_review_user_127346_item_59403
72,127346,577754,4,0.74,real_behavior_review_user_127346_item_577754
73,127346,245908,4,0.78,real_behavior_review_user_127346_item_245908
74,128694,1301406,4,0.78,real_behavior_review_user_128694_item_1301406
75,128694,1185251,4,0.78,real_behavior_review_user_128694_item_1185251
76,128694,461605,4,0.74,real_behavior_review_user_128694_item_461605
77,128694,1312740,4,0.7,real_behavior_review_user_128694_item_1312740
78,128694,173517,4,0.7,real_behavior_review_user_128694_item_173517
79,128694,641009,4,0.74,real_behavior_review_user_128694_item_641009
80,128694,372837,4,0.78,real_behavior_review_user_128694_item_372837
81,128694,1281158,4,0.78,real_behavior_review_user_128694_item_1281158
82,129682,1251415,4,0.74,real_behavior_review_user_129682_item_1251415
83,129682,397140,4,0.78,real_behavior_review_user_129682_item_397140
84,129682,1271140,4,0.74,real_behavior_review_user_129682_item_1271140
85,129682,7910,4,0.78,real_behavior_review_user_129682_item_7910
86,159828,1076325,4,0.74,real_behavior_review_user_159828_item_1076325
87,159828,903973,4,0.7,real_behavior_review_user_159828_item_903973
88,159828,373374,4,0.74,real_behavior_review_user_159828_item_373374
89,159828,308320,4,0.78,real_behavior_review_user_159828_item_308320
90,159828,224896,4,0.74,real_behavior_review_user_159828_item_224896
91,159828,554269,4,0.7,real_behavior_review_user_159828_item_554269
92,159828,175571,4,0.74,real_behavior_review_user_159828_item_175571
93,159828,408745,4,0.74,real_behavior_review_user_159828_item_408745
94,159828,977223,4,0.78,real_behavior_review_user_159828_item_977223
95,159828,830628,4,0.74,real_behavior_review_user_159828_item_830628
96,159828,1404978,4,0.7,real_behavior_review_user_159828_item_1404978
97,159828,1330746,4,0.78,real_behavior_review_user_159828_item_1330746
98,159828,907837,4,0.74,real_behavior_review_user_159828_item_907837
99,159828,228452,4,0.78,real_behavior_review_user_159828_item_228452
100,159828,1141473,4,0.7,real_behavior_review_user_159828_item_1141473
101,159828,1178993,4,0.78,real_behavior_review_user_159828_item_1178993
102,190669,275622,5,0.88,real_behavior_review_user_190669_item_275622
103,190669,150786,5,0.84,real_behavior_review_user_190669_item_150786
104,190669,41160,5,0.92,real_behavior_review_user_190669_item_41160
105,190669,1360215,5,0.84,real_behavior_review_user_190669_item_1360215
106,190669,217224,5,0.88,real_behavior_review_user_190669_item_217224
107,190669,788725,5,0.84,real_behavior_review_user_190669_item_788725
108,190669,1194499,5,0.88,real_behavior_review_user_190669_item_1194499
109,190669,1298678,5,0.92,real_behavior_review_user_190669_item_1298678
110,190669,548904,5,0.84,real_behavior_review_user_190669_item_548904
111,190669,868468,5,0.92,real_behavior_review_user_190669_item_868468
112,190669,987095,5,0.84,real_behavior_review_user_190669_item_987095
113,190669,510745,5,0.88,real_behavior_review_user_190669_item_510745
114,197516,620050,5,0.92,real_behavior_review_user_197516_item_620050
115,197516,6381,5,0.88,real_behavior_review_user_197516_item_6381
116,197516,937101,5,0.88,real_behavior_review_user_197516_item_937101
117,197516,1183582,5,0.84,real_behavior_review_user_197516_item_1183582
118,197516,1046328,5,0.88,real_behavior_review_user_197516_item_1046328
119,197516,180,5,0.84,real_behavior_review_user_197516_item_180
120,197516,1293718,5,0.92,real_behavior_review_user_197516_item_1293718
121,197516,751984,5,0.88,real_behavior_review_user_197516_item_751984
122,197516,308210,5,0.84,real_behavior_review_user_197516_item_308210
123,197516,1173393,5,0.92,real_behavior_review_user_197516_item_1173393
124,197516,1303016,5,0.88,real_behavior_review_user_197516_item_1303016
125,197516,908444,5,0.84,real_behavior_review_user_197516_item_908444
126,197516,313023,5,0.92,real_behavior_review_user_197516_item_313023
127,197516,502586,5,0.84,real_behavior_review_user_197516_item_502586
128,197516,919682,5,0.92,real_behavior_review_user_197516_item_919682
129,197516,443425,5,0.88,real_behavior_review_user_197516_item_443425
130,225752,226013,5,0.84,real_behavior_review_user_225752_item_226013
131,225752,676519,5,0.88,real_behavior_review_user_225752_item_676519
132,225752,1403112,5,0.84,real_behavior_review_user_225752_item_1403112
133,225752,164033,5,0.92,real_behavior_review_user_225752_item_164033
134,225752,57820,5,0.84,real_behavior_review_user_225752_item_57820
135,225752,1778,5,0.92,real_behavior_review_user_225752_item_1778
136,232289,255186,4,0.74,real_behavior_review_user_232289_item_255186
137,232289,878409,4,0.74,real_behavior_review_user_232289_item_878409
138,236817,12,4,0.74,real_behavior_review_user_236817_item_12
139,236817,777145,4,0.74,real_behavior_review_user_236817_item_777145
140,236817,309388,4,0.78,real_behavior_review_user_236817_item_309388
141,236817,1097536,4,0.74,real_behavior_review_user_236817_item_1097536
142,236817,60694,4,0.7,real_behavior_review_user_236817_item_60694
143,236817,63578,4,0.78,real_behavior_review_user_236817_item_63578
144,236817,309771,4,0.74,real_behavior_review_user_236817_item_309771
145,236817,511402,4,0.7,real_behavior_review_user_236817_item_511402
146,236817,376084,4,0.74,real_behavior_review_user_236817_item_376084
147,236817,1240099,4,0.78,real_behavior_review_user_236817_item_1240099
148,236817,1327259,4,0.74,real_behavior_review_user_236817_item_1327259
149,236817,661622,4,0.7,real_behavior_review_user_236817_item_661622
150,236817,498820,4,0.78,real_behavior_review_user_236817_item_498820
151,236817,543622,4,0.7,real_behavior_review_user_236817_item_543622
152,236817,778968,4,0.7,real_behavior_review_user_236817_item_778968
153,236817,1168100,4,0.7,real_behavior_review_user_236817_item_1168100
154,236817,218223,4,0.78,real_behavior_review_user_236817_item_218223
155,243699,1037828,5,0.84,real_behavior_review_user_243699_item_1037828
156,243699,1044151,5,0.92,real_behavior_review_user_243699_item_1044151
157,243699,588869,5,0.84,real_behavior_review_user_243699_item_588869
158,243699,152597,5,0.92,real_behavior_review_user_243699_item_152597
159,243699,64866,5,0.88,real_behavior_review_user_243699_item_64866
160,243699,1186602,5,0.84,real_behavior_review_user_243699_item_1186602
161,243699,1054473,5,0.92,real_behavior_review_user_243699_item_1054473
162,243699,604841,5,0.88,real_behavior_review_user_243699_item_604841
163,243699,991382,5,0.84,real_behavior_review_user_243699_item_991382
164,243699,350665,4,0.7,real_behavior_review_user_243699_item_350665
165,243699,785903,5,0.92,real_behavior_review_user_243699_item_785903
166,243699,1155708,5,0.88,real_behavior_review_user_243699_item_1155708
167,243699,667376,5,0.88,real_behavior_review_user_243699_item_667376
168,243699,439106,5,0.84,real_behavior_review_user_243699_item_439106
169,243699,1363495,5,0.92,real_behavior_review_user_243699_item_1363495
170,288573,82724,4,0.7,real_behavior_review_user_288573_item_82724
171,288573,299820,4,0.74,real_behavior_review_user_288573_item_299820
172,288573,518360,4,0.7,real_behavior_review_user_288573_item_518360
173,288573,1250746,4,0.78,real_behavior_review_user_288573_item_1250746
174,288573,1086587,4,0.74,real_behavior_review_user_288573_item_1086587
175,288573,1298906,4,0.78,real_behavior_review_user_288573_item_1298906
176,288573,1219352,4,0.7,real_behavior_review_user_288573_item_1219352
177,288573,679227,4,0.78,real_behavior_review_user_288573_item_679227
178,288573,544646,4,0.78,real_behavior_review_user_288573_item_544646
179,288573,324191,4,0.7,real_behavior_review_user_288573_item_324191
180,288573,1350906,4,0.74,real_behavior_review_user_288573_item_1350906
181,288573,436457,4,0.74,real_behavior_review_user_288573_item_436457
182,288573,810178,4,0.7,real_behavior_review_user_288573_item_810178
183,288573,529464,4,0.74,real_behavior_review_user_288573_item_529464
184,288573,788390,4,0.78,real_behavior_review_user_288573_item_788390
185,288573,9333,4,0.78,real_behavior_review_user_288573_item_9333
186,288573,1023779,4,0.74,real_behavior_review_user_288573_item_1023779
187,288573,571037,4,0.7,real_behavior_review_user_288573_item_571037
188,288573,1376347,4,0.78,real_behavior_review_user_288573_item_1376347
189,299117,689926,5,0.84,real_behavior_review_user_299117_item_689926
190,299117,87607,5,0.92,real_behavior_review_user_299117_item_87607
191,299117,517737,5,0.92,real_behavior_review_user_299117_item_517737
192,299117,280459,5,0.92,real_behavior_review_user_299117_item_280459
193,299117,1286518,5,0.92,real_behavior_review_user_299117_item_1286518
194,299117,774296,5,0.88,real_behavior_review_user_299117_item_774296
195,299117,251720,5,0.92,real_behavior_review_user_299117_item_251720
196,299117,169972,5,0.92,real_behavior_review_user_299117_item_169972
197,299117,711777,5,0.88,real_behavior_review_user_299117_item_711777
198,299117,1361491,5,0.84,real_behavior_review_user_299117_item_1361491
199,299117,89792,5,0.92,real_behavior_review_user_299117_item_89792
200,299117,799926,5,0.92,real_behavior_review_user_299117_item_799926
201,299117,624385,5,0.92,real_behavior_review_user_299117_item_624385
202,299117,114445,5,0.88,real_behavior_review_user_299117_item_114445
203,299117,255831,5,0.88,real_behavior_review_user_299117_item_255831
204,299117,1254807,5,0.92,real_behavior_review_user_299117_item_1254807
205,299117,241721,5,0.88,real_behavior_review_user_299117_item_241721
206,299117,751506,5,0.84,real_behavior_review_user_299117_item_751506
207,299117,1026936,5,0.88,real_behavior_review_user_299117_item_1026936
208,299117,913001,5,0.84,real_behavior_review_user_299117_item_913001
209,299117,809251,5,0.88,real_behavior_review_user_299117_item_809251
210,300125,640566,4,0.78,real_behavior_review_user_300125_item_640566
211,300125,370780,4,0.74,real_behavior_review_user_300125_item_370780
212,300125,1336040,4,0.74,real_behavior_review_user_300125_item_1336040
213,300125,266510,4,0.7,real_behavior_review_user_300125_item_266510
214,324968,1174901,5,0.92,real_behavior_review_user_324968_item_1174901
215,345123,650505,5,0.92,real_behavior_review_user_345123_item_650505
216,345123,870595,5,0.84,real_behavior_review_user_345123_item_870595
217,345123,952644,5,0.92,real_behavior_review_user_345123_item_952644
218,345123,968014,5,0.88,real_behavior_review_user_345123_item_968014
219,345123,472774,5,0.84,real_behavior_review_user_345123_item_472774
220,345123,969705,5,0.92,real_behavior_review_user_345123_item_969705
221,345123,978975,5,0.84,real_behavior_review_user_345123_item_978975
222,361881,4984,4,0.74,real_behavior_review_user_361881_item_4984
223,370774,2663,4,0.78,real_behavior_review_user_370774_item_2663
224,370774,987860,4,0.74,real_behavior_review_user_370774_item_987860
225,370774,919064,4,0.78,real_behavior_review_user_370774_item_919064
226,370774,1413839,4,0.7,real_behavior_review_user_370774_item_1413839
227,370774,1165503,4,0.78,real_behavior_review_user_370774_item_1165503
228,370774,851006,4,0.7,real_behavior_review_user_370774_item_851006
229,370774,1019597,4,0.74,real_behavior_review_user_370774_item_1019597
230,370774,282705,4,0.7,real_behavior_review_user_370774_item_282705
231,370774,255136,4,0.78,real_behavior_review_user_370774_item_255136
232,370774,1137219,4,0.74,real_behavior_review_user_370774_item_1137219
233,370774,825216,4,0.78,real_behavior_review_user_370774_item_825216
234,370774,777352,4,0.74,real_behavior_review_user_370774_item_777352
235,370774,703423,4,0.78,real_behavior_review_user_370774_item_703423
236,370774,1334745,4,0.7,real_behavior_review_user_370774_item_1334745
237,370774,1149422,4,0.78,real_behavior_review_user_370774_item_1149422
238,370774,724390,4,0.74,real_behavior_review_user_370774_item_724390
239,370774,157095,4,0.7,real_behavior_review_user_370774_item_157095
240,370774,1334889,4,0.78,real_behavior_review_user_370774_item_1334889
241,370774,984897,4,0.7,real_behavior_review_user_370774_item_984897
242,370774,1158086,4,0.78,real_behavior_review_user_370774_item_1158086
243,370774,1289403,4,0.78,real_behavior_review_user_370774_item_1289403
244,379277,119013,4,0.7,real_behavior_review_user_379277_item_119013
245,379277,988022,4,0.7,real_behavior_review_user_379277_item_988022
246,379277,1465,4,0.7,real_behavior_review_user_379277_item_1465
247,379277,463542,4,0.74,real_behavior_review_user_379277_item_463542
248,379277,597310,4,0.7,real_behavior_review_user_379277_item_597310
249,379277,486963,4,0.78,real_behavior_review_user_379277_item_486963
250,410488,719519,4,0.74,real_behavior_review_user_410488_item_719519
251,410488,94532,4,0.78,real_behavior_review_user_410488_item_94532
252,410488,543079,4,0.78,real_behavior_review_user_410488_item_543079
253,410488,725749,4,0.74,real_behavior_review_user_410488_item_725749
254,410488,59403,4,0.78,real_behavior_review_user_410488_item_59403
255,410488,101929,4,0.78,real_behavior_review_user_410488_item_101929
256,410488,1216045,4,0.7,real_behavior_review_user_410488_item_1216045
257,410488,114222,4,0.78,real_behavior_review_user_410488_item_114222
258,410488,585982,4,0.74,real_behavior_review_user_410488_item_585982
259,410488,516540,4,0.74,real_behavior_review_user_410488_item_516540
260,410488,18548,4,0.7,real_behavior_review_user_410488_item_18548
261,410488,552371,4,0.74,real_behavior_review_user_410488_item_552371
262,410488,776458,4,0.74,real_behavior_review_user_410488_item_776458
263,410488,531531,4,0.78,real_behavior_review_user_410488_item_531531
264,410488,1201082,4,0.78,real_behavior_review_user_410488_item_1201082
265,410488,206531,4,0.74,real_behavior_review_user_410488_item_206531
266,410488,976946,4,0.7,real_behavior_review_user_410488_item_976946
267,410488,160910,4,0.78,real_behavior_review_user_410488_item_160910
268,410488,1082064,4,0.74,real_behavior_review_user_410488_item_1082064
269,410488,1262092,4,0.7,real_behavior_review_user_410488_item_1262092
270,410488,1226104,4,0.78,real_behavior_review_user_410488_item_1226104
271,419192,1257955,4,0.74,real_behavior_review_user_419192_item_1257955
272,419192,1068413,4,0.78,real_behavior_review_user_419192_item_1068413
273,419192,480782,4,0.78,real_behavior_review_user_419192_item_480782
274,419192,1350851,5,0.88,real_behavior_review_user_419192_item_1350851
275,419192,465973,5,0.92,real_behavior_review_user_419192_item_465973
276,419192,80588,5,0.88,real_behavior_review_user_419192_item_80588
277,462057,286291,5,0.84,real_behavior_review_user_462057_item_286291
278,462057,513340,5,0.92,real_behavior_review_user_462057_item_513340
279,462057,651038,5,0.88,real_behavior_review_user_462057_item_651038
280,462057,1377279,5,0.88,real_behavior_review_user_462057_item_1377279
281,462057,177522,5,0.92,real_behavior_review_user_462057_item_177522
282,472517,7087,5,0.92,real_behavior_review_user_472517_item_7087
283,505564,890445,5,0.88,real_behavior_review_user_505564_item_890445
284,505564,1260741,4,0.7,real_behavior_review_user_505564_item_1260741
285,505564,380203,4,0.78,real_behavior_review_user_505564_item_380203
286,505564,971962,4,0.7,real_behavior_review_user_505564_item_971962
287,505564,196253,4,0.78,real_behavior_review_user_505564_item_196253
288,505564,101091,4,0.7,real_behavior_review_user_505564_item_101091
289,505564,12989,4,0.78,real_behavior_review_user_505564_item_12989
290,505564,1351402,4,0.7,real_behavior_review_user_505564_item_1351402
291,505564,982956,4,0.78,real_behavior_review_user_505564_item_982956
292,505564,712908,4,0.74,real_behavior_review_user_505564_item_712908
293,505564,682575,4,0.7,real_behavior_review_user_505564_item_682575
294,505564,655948,4,0.7,real_behavior_review_user_505564_item_655948
295,505564,901081,4,0.78,real_behavior_review_user_505564_item_901081
296,555359,1364194,4,0.7,real_behavior_review_user_555359_item_1364194
297,555359,1131025,4,0.78,real_behavior_review_user_555359_item_1131025
298,555359,204827,4,0.78,real_behavior_review_user_555359_item_204827
299,603069,604540,5,0.84,real_behavior_review_user_603069_item_604540
300,603069,480040,5,0.92,real_behavior_review_user_603069_item_480040
301,603069,246000,5,0.88,real_behavior_review_user_603069_item_246000
302,603069,925419,5,0.84,real_behavior_review_user_603069_item_925419
303,603069,426105,5,0.88,real_behavior_review_user_603069_item_426105
304,603069,874543,5,0.92,real_behavior_review_user_603069_item_874543
305,603069,656722,5,0.92,real_behavior_review_user_603069_item_656722
306,603069,974835,5,0.88,real_behavior_review_user_603069_item_974835
307,603069,1317105,5,0.92,real_behavior_review_user_603069_item_1317105
308,603069,207938,5,0.92,real_behavior_review_user_603069_item_207938
309,605485,475661,4,0.78,real_behavior_review_user_605485_item_475661
310,606043,936036,5,0.84,real_behavior_review_user_606043_item_936036
311,606043,428359,5,0.92,real_behavior_review_user_606043_item_428359
312,606043,233191,5,0.88,real_behavior_review_user_606043_item_233191
313,606043,455398,4,0.7,real_behavior_review_user_606043_item_455398
314,606043,55670,5,0.92,real_behavior_review_user_606043_item_55670
315,606043,82193,4,0.74,real_behavior_review_user_606043_item_82193
316,606043,1222474,5,0.92,real_behavior_review_user_606043_item_1222474
317,606043,1081973,4,0.78,real_behavior_review_user_606043_item_1081973
318,606043,81888,4,0.78,real_behavior_review_user_606043_item_81888
319,606043,477805,4,0.74,real_behavior_review_user_606043_item_477805
320,611049,1170600,4,0.78,real_behavior_review_user_611049_item_1170600
321,611049,902149,4,0.78,real_behavior_review_user_611049_item_902149
322,611049,1067663,4,0.7,real_behavior_review_user_611049_item_1067663
323,611049,59403,4,0.78,real_behavior_review_user_611049_item_59403
324,611049,105209,4,0.74,real_behavior_review_user_611049_item_105209
325,611049,122256,4,0.7,real_behavior_review_user_611049_item_122256
326,611049,190119,4,0.74,real_behavior_review_user_611049_item_190119
327,611049,1084482,4,0.7,real_behavior_review_user_611049_item_1084482
328,611049,604302,5,0.84,real_behavior_review_user_611049_item_604302
329,611049,1318261,5,0.88,real_behavior_review_user_611049_item_1318261
330,611049,2978,4,0.74,real_behavior_review_user_611049_item_2978
331,644125,420247,4,0.78,real_behavior_review_user_644125_item_420247
332,644125,354717,4,0.74,real_behavior_review_user_644125_item_354717
333,644125,135945,4,0.78,real_behavior_review_user_644125_item_135945
334,644125,147063,4,0.7,real_behavior_review_user_644125_item_147063
335,644125,586768,4,0.7,real_behavior_review_user_644125_item_586768
336,644125,473306,4,0.78,real_behavior_review_user_644125_item_473306
337,644125,348033,4,0.74,real_behavior_review_user_644125_item_348033
338,644125,695310,4,0.74,real_behavior_review_user_644125_item_695310
339,644125,398360,4,0.74,real_behavior_review_user_644125_item_398360
340,644125,807906,4,0.7,real_behavior_review_user_644125_item_807906
341,644125,1027522,4,0.74,real_behavior_review_user_644125_item_1027522
342,644125,1053684,4,0.74,real_behavior_review_user_644125_item_1053684
343,657925,1299338,5,0.88,real_behavior_review_user_657925_item_1299338
344,657925,1306765,5,0.84,real_behavior_review_user_657925_item_1306765
345,657925,1051866,5,0.84,real_behavior_review_user_657925_item_1051866
346,657925,1152682,5,0.92,real_behavior_review_user_657925_item_1152682
347,657925,181491,5,0.88,real_behavior_review_user_657925_item_181491
348,657925,843017,5,0.88,real_behavior_review_user_657925_item_843017
349,657925,590759,5,0.92,real_behavior_review_user_657925_item_590759
350,657925,322859,5,0.88,real_behavior_review_user_657925_item_322859
351,657925,316756,5,0.92,real_behavior_review_user_657925_item_316756
352,657925,150030,5,0.84,real_behavior_review_user_657925_item_150030
353,657925,1322653,5,0.84,real_behavior_review_user_657925_item_1322653
354,657925,902617,5,0.92,real_behavior_review_user_657925_item_902617
355,657925,807908,5,0.84,real_behavior_review_user_657925_item_807908
356,664296,384325,4,0.74,real_behavior_review_user_664296_item_384325
357,664296,511185,4,0.74,real_behavior_review_user_664296_item_511185
358,681281,329291,4,0.78,real_behavior_review_user_681281_item_329291
359,681281,325139,4,0.78,real_behavior_review_user_681281_item_325139
360,681281,582430,4,0.78,real_behavior_review_user_681281_item_582430
361,681281,844233,4,0.78,real_behavior_review_user_681281_item_844233
362,681281,844613,4,0.74,real_behavior_review_user_681281_item_844613
363,681281,1131591,4,0.78,real_behavior_review_user_681281_item_1131591
364,681281,606129,4,0.74,real_behavior_review_user_681281_item_606129
365,681281,403576,4,0.7,real_behavior_review_user_681281_item_403576
366,681281,1067520,4,0.78,real_behavior_review_user_681281_item_1067520
367,689922,965214,4,0.7,real_behavior_review_user_689922_item_965214
368,689922,314536,4,0.7,real_behavior_review_user_689922_item_314536
369,689922,247868,4,0.74,real_behavior_review_user_689922_item_247868
370,689922,126656,4,0.74,real_behavior_review_user_689922_item_126656
371,689922,9024,4,0.7,real_behavior_review_user_689922_item_9024
372,689922,1378654,4,0.74,real_behavior_review_user_689922_item_1378654
373,689922,830707,4,0.74,real_behavior_review_user_689922_item_830707
374,689922,1123814,4,0.78,real_behavior_review_user_689922_item_1123814
375,689922,65836,4,0.74,real_behavior_review_user_689922_item_65836
376,689922,205568,4,0.7,real_behavior_review_user_689922_item_205568
377,689922,1016401,4,0.7,real_behavior_review_user_689922_item_1016401
378,689922,790105,4,0.78,real_behavior_review_user_689922_item_790105
379,689922,997530,4,0.74,real_behavior_review_user_689922_item_997530
380,689922,1207422,4,0.78,real_behavior_review_user_689922_item_1207422
381,689922,350959,4,0.7,real_behavior_review_user_689922_item_350959
382,689922,5278,4,0.78,real_behavior_review_user_689922_item_5278
383,726218,205607,4,0.74,real_behavior_review_user_726218_item_205607
384,726218,878132,4,0.78,real_behavior_review_user_726218_item_878132
385,726218,1102703,4,0.78,real_behavior_review_user_726218_item_1102703
386,726218,1162521,4,0.74,real_behavior_review_user_726218_item_1162521
387,726218,1214905,4,0.7,real_behavior_review_user_726218_item_1214905
388,726218,422089,4,0.7,real_behavior_review_user_726218_item_422089
389,727682,1174901,5,0.88,real_behavior_review_user_727682_item_1174901
390,729362,402881,5,0.88,real_behavior_review_user_729362_item_402881
391,729362,1197203,5,0.92,real_behavior_review_user_729362_item_1197203
392,729362,983202,5,0.84,real_behavior_review_user_729362_item_983202
393,729362,277104,5,0.88,real_behavior_review_user_729362_item_277104
394,729362,900892,5,0.88,real_behavior_review_user_729362_item_900892
395,729362,842678,5,0.92,real_behavior_review_user_729362_item_842678
396,729362,633781,5,0.88,real_behavior_review_user_729362_item_633781
397,729362,751983,5,0.92,real_behavior_review_user_729362_item_751983
398,729362,879050,5,0.88,real_behavior_review_user_729362_item_879050
399,729362,920770,5,0.84,real_behavior_review_user_729362_item_920770
400,729362,714677,5,0.88,real_behavior_review_user_729362_item_714677
401,729362,108954,5,0.88,real_behavior_review_user_729362_item_108954
402,729362,95573,5,0.84,real_behavior_review_user_729362_item_95573
403,729362,6534,5,0.88,real_behavior_review_user_729362_item_6534
404,729362,566216,5,0.84,real_behavior_review_user_729362_item_566216
405,739303,141860,4,0.7,real_behavior_review_user_739303_item_141860
406,739303,1048986,4,0.74,real_behavior_review_user_739303_item_1048986
407,739303,1259074,4,0.7,real_behavior_review_user_739303_item_1259074
408,739303,1189691,4,0.78,real_behavior_review_user_739303_item_1189691
409,739303,1047597,4,0.74,real_behavior_review_user_739303_item_1047597
410,739746,65927,5,0.84,real_behavior_review_user_739746_item_65927
411,739746,752649,5,0.92,real_behavior_review_user_739746_item_752649
412,739746,1054500,5,0.88,real_behavior_review_user_739746_item_1054500
413,739746,321926,5,0.88,real_behavior_review_user_739746_item_321926
414,739746,1014195,5,0.92,real_behavior_review_user_739746_item_1014195
415,740670,206622,5,0.88,real_behavior_review_user_740670_item_206622
416,740670,1171945,5,0.88,real_behavior_review_user_740670_item_1171945
417,740670,1077930,5,0.84,real_behavior_review_user_740670_item_1077930
418,740670,225201,5,0.88,real_behavior_review_user_740670_item_225201
419,740670,1149537,5,0.92,real_behavior_review_user_740670_item_1149537
420,740670,1104217,5,0.88,real_behavior_review_user_740670_item_1104217
421,740670,1093387,5,0.84,real_behavior_review_user_740670_item_1093387
422,740670,977159,5,0.84,real_behavior_review_user_740670_item_977159
423,740670,1040151,5,0.92,real_behavior_review_user_740670_item_1040151
424,740670,933179,5,0.84,real_behavior_review_user_740670_item_933179
425,740670,1355227,5,0.88,real_behavior_review_user_740670_item_1355227
426,740670,536055,5,0.88,real_behavior_review_user_740670_item_536055
427,740670,776936,5,0.84,real_behavior_review_user_740670_item_776936
428,740670,150285,5,0.92,real_behavior_review_user_740670_item_150285
