user_id,user_type,timestamp,device_type,location_id,query_id,circle_id,budget_level
872299,warm,43,7,36,1703347,family_group,luxury
872817,warm,64,12,83,429936,campus_students,midrange
874502,warm,93,11,83,943993,foodie_hunters,midrange
881391,warm,7,7,84,1040369,campus_students,midrange
882232,warm,83,21,39,91530,campus_students,midrange
889843,warm,49,4,86,191005,night_owl_gamers,luxury
901681,warm,96,9,60,789080,night_owl_gamers,midrange
909086,warm,25,9,79,885893,night_owl_gamers,midrange
910822,warm,66,10,29,1569830,fitness_group,midrange
924710,warm,92,14,13,207366,budget_life,midrange
926033,warm,78,5,55,323782,night_owl_gamers,midrange
929026,warm,57,8,74,206424,office_white_collar,midrange
931479,warm,84,9,69,825635,office_white_collar,budget
934286,warm,27,4,12,806119,office_white_collar,budget
937914,warm,92,15,93,976446,foodie_hunters,luxury
944380,warm,37,6,47,212508,campus_students,midrange
947113,warm,9,8,32,222763,night_owl_gamers,midrange
952775,warm,81,5,58,1708115,office_white_collar,midrange
958582,warm,92,7,92,1220911,campus_students,midrange
959608,warm,41,6,20,1107539,fitness_group,budget
960390,warm,52,16,86,1193266,family_group,midrange
963262,warm,83,8,88,814067,foodie_hunters,midrange
967588,warm,72,5,54,670927,fitness_group,budget
967921,warm,65,9,58,1183326,fitness_group,midrange
970973,warm,56,8,20,179984,office_white_collar,midrange
972463,warm,92,5,100,806119,office_white_collar,luxury
984329,warm,96,7,98,282387,budget_life,midrange
986729,warm,68,6,72,1246584,night_owl_gamers,luxury
991182,warm,32,10,29,1708115,family_group,luxury
1004658,warm,76,4,86,1585911,fitness_group,luxury
1007583,warm,95,6,77,304414,campus_students,midrange
1017881,warm,91,15,52,977726,budget_life,midrange
1021505,warm,32,8,78,1535301,family_group,midrange
1023854,warm,92,7,84,31485,office_white_collar,midrange
1024704,warm,20,7,1,429936,fitness_group,midrange
1029431,warm,30,11,56,290435,family_group,midrange
1048279,warm,85,6,32,1535301,night_owl_gamers,midrange
1048569,warm,79,17,83,1565729,campus_students,midrange
1049240,warm,68,9,46,545120,foodie_hunters,midrange
1061435,warm,89,7,44,1642844,office_white_collar,midrange
1061838,warm,98,6,97,992447,foodie_hunters,midrange
1063930,warm,50,8,20,1244079,budget_life,luxury
1067131,warm,83,4,76,983579,family_group,budget
1077791,warm,90,7,49,772444,office_white_collar,midrange
1083505,warm,85,8,88,1360104,fitness_group,luxury
1084079,warm,36,9,27,877245,office_white_collar,midrange
1089147,warm,98,8,30,748083,fitness_group,budget
1092120,warm,36,4,98,842390,campus_students,midrange
1092539,warm,37,11,25,1642844,fitness_group,midrange
1096675,warm,77,8,25,782120,campus_students,luxury
1097742,warm,42,8,25,935949,budget_life,luxury
1098089,warm,37,5,81,946035,fitness_group,midrange
1103052,warm,84,10,34,329089,office_white_collar,midrange
1108021,warm,60,15,35,1347598,budget_life,midrange
1112516,warm,44,9,34,208890,foodie_hunters,luxury
1122047,warm,95,8,81,1016642,foodie_hunters,midrange
1126911,warm,69,12,36,429936,campus_students,midrange
1138523,warm,76,9,61,1498144,fitness_group,midrange
1141102,warm,76,12,54,851924,budget_life,midrange
1141925,warm,72,13,51,1092804,night_owl_gamers,midrange
1151467,warm,48,9,73,958504,budget_life,midrange
1158710,warm,26,8,61,323782,campus_students,midrange
1166999,warm,76,9,63,207366,foodie_hunters,midrange
1169941,warm,88,7,64,1574356,budget_life,budget
1180404,warm,78,9,48,1708115,budget_life,midrange
1180964,warm,55,6,70,1393939,foodie_hunters,midrange
1181777,warm,82,9,65,165342,family_group,midrange
1183241,warm,62,11,88,941624,budget_life,midrange
1192251,warm,92,10,21,277558,budget_life,budget
1193188,warm,90,8,13,281121,office_white_collar,midrange
1197539,warm,73,6,28,1013091,family_group,midrange
1200178,warm,32,7,25,1393939,night_owl_gamers,midrange
1200813,warm,87,5,93,1003703,family_group,midrange
1201376,warm,73,6,50,1171916,office_white_collar,luxury
1218366,warm,74,6,80,806985,fitness_group,midrange
1220321,warm,92,10,31,527278,fitness_group,midrange
1224826,warm,29,6,48,1544294,night_owl_gamers,midrange
1228691,warm,35,5,101,1613831,fitness_group,midrange
1233002,warm,17,3,100,48964,office_white_collar,midrange
1235034,warm,44,12,86,80435,office_white_collar,midrange
1241003,warm,55,5,75,1690549,night_owl_gamers,midrange
1253584,warm,90,6,37,488836,budget_life,midrange
1254055,warm,24,5,99,1333912,campus_students,midrange
1254574,warm,92,7,68,55015,campus_students,luxury
1258805,warm,37,6,73,364874,fitness_group,midrange
1268394,warm,62,7,61,547865,office_white_collar,midrange
1284040,warm,53,9,91,1393939,office_white_collar,midrange
1286086,warm,88,10,44,255340,fitness_group,midrange
1289695,warm,82,13,74,338823,fitness_group,midrange
1309871,warm,74,6,58,247667,budget_life,luxury
1316161,warm,99,11,55,478824,office_white_collar,midrange
1321426,warm,78,13,68,943993,foodie_hunters,midrange
1330508,warm,94,9,15,976446,campus_students,midrange
1333257,warm,96,8,48,225441,family_group,budget
1337694,warm,55,11,83,1282320,foodie_hunters,midrange
1339188,warm,68,6,17,1586055,night_owl_gamers,budget
1351345,warm,55,9,84,634318,office_white_collar,midrange
1352876,warm,66,7,33,1285109,campus_students,budget
1361398,warm,39,7,91,321325,campus_students,budget
1370210,warm,47,6,46,1451110,family_group,midrange
1381145,warm,51,10,71,862017,campus_students,midrange
1388401,warm,39,6,62,828749,office_white_collar,luxury
1397971,warm,94,9,84,1016642,night_owl_gamers,midrange
1404653,warm,67,10,8,1342872,office_white_collar,midrange
1412020,warm,94,11,70,323782,family_group,midrange
1412607,warm,61,33,54,1220911,office_white_collar,luxury
1430193,warm,76,7,31,1575024,budget_life,midrange
1438581,warm,24,16,1,1458189,family_group,midrange
1440010,warm,58,4,46,491783,campus_students,midrange
1440154,warm,89,8,61,337095,office_white_collar,luxury
1442734,warm,18,6,3,918987,budget_life,midrange
1451548,warm,62,19,98,354076,foodie_hunters,midrange
1451706,warm,59,8,30,1588759,fitness_group,midrange
1463689,warm,91,5,85,1393939,office_white_collar,luxury
1468718,warm,7,9,23,800778,fitness_group,midrange
1471323,warm,77,12,78,1063453,budget_life,midrange
1472935,warm,19,18,81,1342508,budget_life,midrange
1477961,warm,36,18,36,1491554,office_white_collar,midrange
1482496,warm,58,9,22,165342,office_white_collar,midrange
1483626,warm,48,11,12,803615,night_owl_gamers,budget
1486870,warm,69,7,60,946035,night_owl_gamers,budget
1489278,warm,89,5,38,1495031,budget_life,budget
1507638,warm,54,10,97,396788,office_white_collar,midrange
1507995,warm,61,8,77,948828,budget_life,midrange
1508060,warm,74,6,45,422282,foodie_hunters,budget
1516983,warm,95,10,97,943993,office_white_collar,luxury
1519130,warm,94,8,29,864388,budget_life,budget
1521131,warm,54,6,101,261785,foodie_hunters,luxury
1522129,warm,98,16,84,1526004,foodie_hunters,budget
1522634,warm,77,14,44,1022188,campus_students,midrange
1525537,warm,57,8,17,1075851,budget_life,midrange
1526904,warm,85,4,4,121044,night_owl_gamers,luxury
1527885,warm,68,5,23,592348,foodie_hunters,midrange
1533425,warm,48,24,44,1268734,night_owl_gamers,midrange
1536624,warm,20,5,49,688914,foodie_hunters,midrange
1538191,warm,19,12,39,885062,fitness_group,midrange
1540950,warm,87,15,72,873220,family_group,midrange
1546716,warm,76,9,31,305043,campus_students,midrange
1549261,warm,96,17,71,303740,budget_life,midrange
1551225,warm,74,9,79,115039,night_owl_gamers,midrange
1567099,warm,43,5,51,806985,budget_life,midrange
1568387,warm,98,15,43,207782,fitness_group,midrange
1571585,warm,50,4,53,1246584,budget_life,midrange
1579683,warm,96,12,92,243154,foodie_hunters,luxury
1584767,warm,77,8,74,1183976,campus_students,luxury
1585542,warm,56,6,28,1545899,family_group,midrange
1587774,warm,73,12,94,40468,budget_life,midrange
1591783,warm,45,4,24,849525,campus_students,midrange
1594514,warm,92,6,74,1244839,budget_life,midrange
1595031,warm,66,6,87,1469729,office_white_collar,midrange
1596059,warm,13,5,79,1585376,campus_students,luxury
1598494,warm,49,8,58,1474872,fitness_group,midrange
1601203,warm,93,10,38,1393939,night_owl_gamers,budget
1602205,warm,58,6,67,942178,family_group,luxury
1602945,warm,66,7,89,203745,family_group,midrange
1611283,warm,68,13,85,475159,family_group,midrange
1615362,warm,85,8,80,511731,campus_students,midrange
1623022,warm,81,6,33,1642844,campus_students,midrange
1626823,warm,94,14,34,955343,foodie_hunters,midrange
1627855,warm,81,6,84,1321688,office_white_collar,midrange
1650204,warm,32,7,17,210210,office_white_collar,midrange
1652400,warm,41,8,60,943993,budget_life,midrange
1653175,warm,43,9,21,1393939,family_group,budget
1658529,warm,86,7,98,639655,family_group,midrange
1658885,warm,86,21,90,161688,fitness_group,midrange
1663500,warm,78,5,94,1338124,foodie_hunters,midrange
1664807,warm,55,9,28,304551,fitness_group,midrange
1667460,warm,66,5,56,926401,campus_students,budget
1668123,warm,94,9,77,552081,fitness_group,midrange
1672686,warm,97,5,89,1193414,office_white_collar,midrange
1690028,warm,54,9,101,974283,budget_life,midrange
1691457,warm,71,17,100,1488939,fitness_group,luxury
1700393,warm,84,6,61,528566,office_white_collar,luxury
1701258,warm,97,7,95,1642844,fitness_group,midrange
1722833,warm,47,7,101,1711302,foodie_hunters,luxury
1722993,warm,23,13,64,979301,fitness_group,midrange
1724065,warm,71,5,32,801727,foodie_hunters,budget
1733731,warm,68,11,54,786618,office_white_collar,midrange
1735209,warm,2,17,1,976446,campus_students,budget
1740267,warm,18,6,63,879618,campus_students,midrange
1742585,warm,76,7,58,814722,office_white_collar,luxury
1748431,warm,60,14,58,350906,night_owl_gamers,midrange
1752371,warm,41,7,60,1153264,fitness_group,luxury
1753333,warm,79,9,22,1021593,family_group,midrange
1753400,warm,55,6,26,998241,night_owl_gamers,midrange
1753852,warm,20,12,1,329156,office_white_collar,budget
1758698,warm,41,7,96,402748,office_white_collar,midrange
1760624,warm,100,20,73,235206,fitness_group,midrange
1763427,warm,63,16,2,1246584,office_white_collar,midrange
1765705,warm,87,12,88,884997,foodie_hunters,luxury
1771537,warm,79,7,93,1141501,campus_students,midrange
1771648,warm,76,7,68,842264,office_white_collar,midrange
1774672,warm,88,11,78,760201,fitness_group,midrange
1779388,warm,18,5,17,1625915,night_owl_gamers,midrange
1784045,warm,9,4,3,248902,budget_life,midrange
1786578,warm,101,7,41,1393939,fitness_group,budget
1791200,warm,74,6,43,429936,office_white_collar,luxury
1791863,warm,79,7,46,817280,campus_students,midrange
1797147,warm,39,8,10,976446,fitness_group,midrange
1805628,warm,63,14,55,1563407,budget_life,budget
1810426,warm,51,5,52,1393939,family_group,midrange
1810774,warm,20,10,77,102840,budget_life,midrange
1814415,warm,82,7,88,807440,foodie_hunters,luxury
1826371,warm,51,7,89,1244839,campus_students,luxury
1830452,warm,41,4,89,1703347,fitness_group,luxury
1832665,warm,66,10,79,1393939,night_owl_gamers,budget
1836285,warm,90,8,36,979817,office_white_collar,midrange
1836550,warm,94,7,73,806119,budget_life,midrange
1837774,warm,72,11,81,323782,office_white_collar,midrange
1842569,warm,73,7,73,472478,budget_life,luxury
1849069,warm,48,8,14,633711,campus_students,midrange
1849351,warm,77,8,93,323782,office_white_collar,midrange
1856269,warm,54,11,61,1393939,campus_students,luxury
1860955,warm,93,9,80,1388993,family_group,midrange
1866377,warm,21,8,12,994581,foodie_hunters,midrange
1867608,warm,67,12,40,842264,fitness_group,midrange
1873124,warm,87,5,42,289511,foodie_hunters,midrange
1874608,warm,62,10,4,1393939,office_white_collar,budget
1874664,warm,92,7,95,162036,budget_life,midrange
1875443,warm,65,3,18,1576822,family_group,midrange
1880283,warm,89,10,74,480676,budget_life,luxury
1880535,warm,14,7,40,1453107,fitness_group,midrange
1888967,warm,90,8,66,1142338,family_group,midrange
1895675,warm,66,8,47,1614705,fitness_group,midrange
1896048,warm,53,5,77,941472,night_owl_gamers,budget
1896820,warm,87,7,33,821449,office_white_collar,midrange
1897233,warm,84,5,58,1465780,campus_students,midrange
1899894,warm,82,10,72,1193414,campus_students,midrange
1911135,warm,75,10,29,1333912,campus_students,midrange
1921723,warm,86,7,24,816520,fitness_group,midrange
1923589,warm,56,7,3,206424,family_group,midrange
1926568,warm,27,5,50,1492246,budget_life,budget
1930213,warm,57,10,77,655088,family_group,luxury
1933411,warm,101,9,99,1585281,family_group,luxury
1933791,warm,82,7,64,1372732,fitness_group,midrange
1934376,warm,80,12,83,76842,fitness_group,luxury
1937369,warm,80,13,95,1165928,office_white_collar,midrange
1939787,warm,56,8,26,1393939,office_white_collar,midrange
1940459,warm,47,20,68,1704056,foodie_hunters,luxury
1941394,warm,42,5,63,1654876,family_group,midrange
1942400,warm,63,13,66,1048569,foodie_hunters,budget
1944217,warm,95,8,89,1380359,family_group,midrange
1944995,warm,55,5,100,296233,foodie_hunters,midrange
1953028,warm,56,7,62,507513,budget_life,midrange
1953347,warm,58,7,38,950045,fitness_group,midrange
1962137,warm,14,15,76,101666,budget_life,midrange
1969036,warm,76,13,90,108468,office_white_collar,midrange
1969590,warm,65,9,88,1246286,office_white_collar,budget
1972381,warm,91,10,73,1222142,family_group,midrange
1980135,warm,94,15,72,1021014,office_white_collar,luxury
1980580,warm,28,9,97,675522,night_owl_gamers,midrange
1982404,warm,95,11,57,976446,family_group,luxury
1994243,warm,63,6,71,1031927,campus_students,midrange
2000437,warm,76,42,13,1254174,fitness_group,budget
2005511,warm,84,8,66,1218055,fitness_group,midrange
2006269,warm,78,6,48,897092,foodie_hunters,midrange
2012357,warm,80,9,28,272019,family_group,midrange
2025881,warm,71,6,52,814722,night_owl_gamers,midrange
2026191,warm,67,11,27,1271197,family_group,luxury
2028697,warm,91,7,95,365629,night_owl_gamers,midrange
2029145,warm,98,7,51,1245223,night_owl_gamers,midrange
2040165,warm,88,8,96,1244079,office_white_collar,luxury
2041600,warm,22,7,28,1184435,campus_students,midrange
2045575,warm,29,5,69,1277956,foodie_hunters,midrange
2045805,warm,71,6,85,449779,night_owl_gamers,midrange
2047091,warm,89,11,28,1345125,office_white_collar,midrange
2048150,warm,93,14,86,744181,campus_students,midrange
2050721,warm,51,7,76,1575672,campus_students,luxury
2052168,warm,10,13,29,206424,family_group,midrange
2053437,warm,53,6,93,31485,family_group,midrange
2053963,warm,48,11,23,1559871,fitness_group,midrange
2055024,warm,90,8,93,1176857,budget_life,midrange
2057667,warm,95,10,84,662747,campus_students,midrange
2062886,warm,36,9,95,243154,night_owl_gamers,midrange
2066288,warm,45,7,82,329156,fitness_group,midrange
2067235,warm,78,8,92,429936,foodie_hunters,midrange
2068284,warm,98,8,96,842390,night_owl_gamers,luxury
2068311,warm,93,7,78,1014447,fitness_group,midrange
2070682,warm,90,13,72,867881,office_white_collar,luxury
2073179,warm,56,11,94,1073792,foodie_hunters,midrange
2087964,warm,55,7,60,490966,fitness_group,budget
2097553,warm,87,7,82,136880,fitness_group,luxury
2100528,warm,40,7,1,1380907,night_owl_gamers,midrange
2101836,warm,91,7,99,851690,campus_students,budget
2102022,warm,85,9,77,941026,budget_life,midrange
2105345,warm,86,22,46,1393939,campus_students,midrange
2106177,warm,87,23,98,1614273,campus_students,midrange
2106961,warm,72,12,76,866797,office_white_collar,luxury
2108394,warm,62,6,10,214034,fitness_group,luxury
2111324,warm,37,10,85,305843,budget_life,midrange
2119414,warm,79,6,87,1072063,fitness_group,midrange
2140231,warm,69,6,56,990691,office_white_collar,midrange
2145433,warm,75,4,54,1531914,foodie_hunters,midrange
2146000,warm,60,10,81,806119,fitness_group,budget
2146133,warm,45,13,80,1544294,campus_students,midrange
2147093,warm,62,5,30,1393939,office_white_collar,midrange
2151112,warm,50,13,81,488836,night_owl_gamers,midrange
2162153,warm,63,9,31,186948,family_group,luxury
2171015,warm,63,35,76,976446,campus_students,budget
2185547,warm,12,18,1,727208,night_owl_gamers,midrange
2198639,warm,70,32,16,1193414,family_group,midrange
2201028,warm,76,2,62,535189,family_group,midrange
2206381,warm,27,10,46,1531914,budget_life,luxury
2216465,warm,81,12,5,744181,family_group,budget
2226039,warm,24,6,43,1244079,office_white_collar,luxury
2231809,warm,78,9,66,304639,budget_life,midrange
2233677,warm,28,16,98,976446,family_group,midrange
2239628,warm,23,8,18,675188,fitness_group,midrange
2243201,warm,39,11,1,203745,budget_life,budget
2244901,warm,82,10,88,477661,office_white_collar,budget
2250172,warm,50,6,6,976446,campus_students,midrange
2251189,warm,92,8,30,604938,night_owl_gamers,midrange
2255158,warm,47,7,60,339481,family_group,midrange
2259804,warm,36,11,66,244969,budget_life,midrange
2260000,warm,5,2,42,393229,family_group,midrange
2261316,warm,88,5,66,842390,campus_students,midrange
2262434,warm,56,6,23,555824,family_group,midrange
2265286,warm,68,10,28,943993,night_owl_gamers,midrange
2270147,warm,51,8,79,889158,night_owl_gamers,midrange
2286665,warm,85,6,17,1495031,night_owl_gamers,midrange
2300197,warm,44,11,56,296347,campus_students,budget
2319160,warm,89,16,54,657558,family_group,midrange
2331506,warm,57,8,20,208113,family_group,midrange
2351431,warm,39,5,10,1016912,foodie_hunters,budget
2352589,warm,80,8,9,1708115,night_owl_gamers,midrange
2356257,warm,39,5,54,532609,office_white_collar,midrange
2358880,warm,77,11,3,254257,fitness_group,luxury
2361365,warm,88,12,101,1244839,foodie_hunters,midrange
2364831,warm,31,12,32,222763,office_white_collar,midrange
2371575,warm,15,4,1,1021593,budget_life,budget
2388373,warm,50,11,85,1491554,office_white_collar,budget
2413883,warm,84,16,93,1174852,family_group,midrange
2454581,warm,33,6,6,1393939,family_group,budget
2473107,warm,92,11,64,1016642,fitness_group,budget
2476475,warm,14,15,1,769030,budget_life,midrange
2480019,warm,94,8,77,280026,night_owl_gamers,midrange
2480969,warm,80,7,51,1009581,family_group,midrange
2484358,warm,78,13,98,1645929,budget_life,midrange
2485900,warm,90,13,71,10514,foodie_hunters,midrange
2487959,warm,76,6,31,1063453,office_white_collar,midrange
2491939,warm,87,8,94,243154,night_owl_gamers,luxury
2498717,warm,96,15,84,721094,night_owl_gamers,midrange
2501429,warm,91,9,50,117953,foodie_hunters,midrange
2505032,warm,91,12,62,419821,office_white_collar,midrange
2508251,warm,69,5,66,1246584,fitness_group,midrange
2508534,warm,35,4,84,842390,office_white_collar,budget
2509628,warm,55,5,71,429936,campus_students,budget
2514556,warm,41,7,34,253136,office_white_collar,midrange
2517616,warm,99,9,63,961275,fitness_group,midrange
2518141,warm,82,4,43,1073792,night_owl_gamers,luxury
2525209,warm,42,10,80,1708115,night_owl_gamers,midrange
2526389,warm,88,6,90,1498144,foodie_hunters,luxury
2533307,warm,81,12,17,1246584,campus_students,midrange
2534095,warm,84,4,76,1031174,office_white_collar,midrange
2537116,warm,91,18,28,896020,fitness_group,budget
2548536,warm,92,4,88,1535301,office_white_collar,luxury
2551995,warm,92,6,100,556530,family_group,budget
2556372,warm,93,9,82,1030840,campus_students,luxury
2557296,warm,51,5,10,744181,office_white_collar,midrange
2557786,warm,98,8,29,1022631,fitness_group,midrange
2560207,warm,88,16,58,1449074,budget_life,midrange
2560267,warm,57,12,29,63511,office_white_collar,midrange
2562680,warm,78,6,95,1220911,fitness_group,midrange
2563343,warm,57,6,69,1630608,foodie_hunters,midrange
2566752,warm,32,10,24,1535301,campus_students,midrange
2566776,warm,83,10,37,222763,foodie_hunters,midrange
2571644,warm,87,8,91,206424,budget_life,midrange
2572702,warm,93,10,88,1452404,family_group,midrange
2582141,warm,45,21,79,171325,budget_life,midrange
2584659,warm,79,23,3,665251,foodie_hunters,luxury
2588733,warm,100,15,29,165507,fitness_group,luxury
2589012,warm,72,15,36,1491554,budget_life,midrange
2597635,warm,95,5,72,280026,night_owl_gamers,midrange
2598187,warm,10,18,77,1235916,fitness_group,midrange
2602088,warm,67,7,33,775946,budget_life,midrange
2602346,warm,34,7,16,1393939,night_owl_gamers,midrange
2615269,warm,96,7,85,391321,foodie_hunters,midrange
2615356,warm,94,7,60,1216885,budget_life,midrange
2621224,warm,44,8,26,429936,family_group,midrange
2628655,warm,72,6,33,1220960,budget_life,midrange
2629239,warm,89,7,47,229893,night_owl_gamers,luxury
2655966,warm,86,6,42,1435919,fitness_group,midrange
2656845,warm,90,6,57,212451,office_white_collar,midrange
2661459,warm,7,10,1,1625989,budget_life,midrange
2662092,warm,69,7,49,968300,fitness_group,midrange
2664058,warm,89,9,54,781330,night_owl_gamers,midrange
2670369,warm,70,7,97,898045,office_white_collar,luxury
2670756,warm,37,5,86,979817,campus_students,luxury
2674560,warm,73,5,41,727164,family_group,midrange
2690743,warm,89,14,2,781230,night_owl_gamers,budget
2692448,warm,90,8,73,1468344,foodie_hunters,luxury
2692451,warm,29,9,22,1022188,fitness_group,budget
2693759,warm,29,2,23,181283,night_owl_gamers,budget
2695818,warm,101,33,30,1351949,office_white_collar,midrange
2697058,warm,68,7,35,1488146,office_white_collar,midrange
2705459,warm,90,9,50,1005893,night_owl_gamers,budget
2709330,warm,41,9,96,1052943,night_owl_gamers,midrange
2712351,warm,62,11,100,1439152,foodie_hunters,midrange
2713303,warm,53,13,51,125146,budget_life,midrange
2720268,warm,97,16,90,1393939,campus_students,midrange
2721434,warm,78,19,4,1110721,foodie_hunters,budget
2722716,warm,82,12,87,1220911,budget_life,midrange
2727694,warm,92,8,43,1144366,night_owl_gamers,midrange
2733194,warm,100,10,64,1128793,office_white_collar,midrange
