user_id,tag_type,tag_name,preference_weight
811463,scene,lunch,0.45
814083,price,budget,0.85
814083,scene,lunch,0.75
814083,taste,savory,0.65
814907,price,midrange,0.85
814907,taste,sweet,0.75
814907,taste,umami,0.65
814907,scene,group_order,0.55
814907,scene,late_night,0.45
817684,price,midrange,0.85
817684,taste,sweet,0.75
817684,taste,crispy,0.65
817684,scene,lunch,0.55
817684,scene,dinner,0.45
821466,price,midrange,0.85
821466,taste,sweet,0.75
821466,taste,crispy,0.65
821466,scene,lunch,0.55
821466,scene,dinner,0.45
823286,price,budget,0.85
823286,scene,lunch,0.75
823286,taste,savory,0.65
825459,price,budget,0.85
825459,scene,lunch,0.75
825459,taste,savory,0.65
827000,price,budget,0.85
827000,scene,lunch,0.75
827000,taste,savory,0.65
831014,price,midrange,0.85
831014,scene,lunch,0.75
831014,scene,dinner,0.65
831014,taste,mild,0.55
831014,scene,afternoon_tea,0.45
832936,taste,spicy,0.85
832936,scene,lunch,0.75
832936,price,midrange,0.65
832936,taste,savory,0.55
832936,scene,late_night,0.45
840733,price,midrange,0.85
840733,taste,sweet,0.75
840733,scene,solo_meal,0.65
840733,scene,afternoon_tea,0.55
840733,scene,lunch,0.45
852605,price,midrange,0.85
852605,taste,spicy,0.75
852605,taste,rich,0.65
852605,scene,solo_meal,0.55
852605,scene,dinner,0.45
853430,taste,sweet,0.85
853430,taste,fresh,0.75
853430,scene,group_order,0.65
853430,scene,dinner,0.55
853430,price,midrange,0.45
855291,scene,lunch,0.85
855291,price,luxury,0.75
855291,taste,crispy,0.65
855291,scene,late_night,0.55
855291,taste,mild,0.45
857828,price,midrange,0.85
857828,scene,group_order,0.75
857828,taste,crispy,0.65
857828,scene,afternoon_tea,0.55
857828,taste,mild,0.45
858770,taste,mild,0.85
858770,taste,savory,0.75
858770,price,midrange,0.65
858770,scene,solo_meal,0.55
858770,price,luxury,0.45
865554,scene,lunch,0.85
865554,price,midrange,0.75
865554,taste,rich,0.65
865554,scene,group_order,0.55
865554,taste,mild,0.45
866012,price,luxury,0.85
866012,scene,group_order,0.75
866012,taste,rich,0.65
866012,price,midrange,0.55
866012,scene,solo_meal,0.45
868964,price,budget,0.85
868964,scene,lunch,0.75
868964,taste,savory,0.65
872299,taste,umami,0.85
872299,scene,group_order,0.75
872299,scene,late_night,0.65
872299,price,luxury,0.55
872299,taste,rich,0.45
872817,scene,dinner,0.85
872817,taste,fresh,0.75
872817,price,midrange,0.65
872817,taste,spicy,0.55
872817,taste,crispy,0.45
874502,taste,rich,0.85
874502,taste,spicy,0.75
874502,scene,solo_meal,0.65
874502,scene,lunch,0.55
874502,price,midrange,0.45
881391,taste,crispy,0.85
881391,taste,spicy,0.75
881391,scene,solo_meal,0.65
881391,price,midrange,0.55
882232,price,midrange,0.85
882232,taste,crispy,0.75
882232,scene,solo_meal,0.65
882232,taste,fresh,0.55
882232,taste,mild,0.45
889843,scene,group_order,0.85
889843,price,luxury,0.75
889843,taste,spicy,0.65
889843,scene,lunch,0.55
889843,taste,rich,0.45
901681,price,midrange,0.85
901681,taste,umami,0.75
901681,scene,late_night,0.65
901681,scene,lunch,0.55
901681,taste,mild,0.45
909086,taste,spicy,0.85
909086,taste,rich,0.75
909086,scene,late_night,0.65
909086,scene,afternoon_tea,0.55
909086,price,midrange,0.45
910822,taste,savory,0.85
910822,scene,group_order,0.75
910822,price,midrange,0.65
910822,scene,lunch,0.55
910822,price,luxury,0.45
924710,scene,late_night,0.85
924710,price,midrange,0.75
924710,scene,dinner,0.65
924710,taste,savory,0.55
924710,scene,lunch,0.45
926033,taste,crispy,0.85
926033,scene,afternoon_tea,0.75
926033,price,midrange,0.65
926033,scene,group_order,0.55
926033,taste,umami,0.45
929026,price,midrange,0.85
929026,taste,mild,0.75
929026,scene,solo_meal,0.65
929026,scene,late_night,0.55
929026,taste,rich,0.45
931479,price,budget,0.85
931479,scene,lunch,0.75
931479,taste,savory,0.65
934286,taste,umami,0.85
934286,scene,afternoon_tea,0.75
934286,price,budget,0.65
934286,taste,mild,0.55
934286,scene,late_night,0.45
937914,price,luxury,0.85
937914,scene,afternoon_tea,0.75
937914,taste,sweet,0.65
937914,taste,fresh,0.55
937914,taste,mild,0.45
944380,taste,savory,0.85
944380,taste,crispy,0.75
944380,scene,solo_meal,0.65
944380,scene,lunch,0.55
944380,price,midrange,0.45
947113,price,midrange,0.85
947113,scene,group_order,0.75
947113,taste,spicy,0.65
947113,taste,mild,0.55
947113,taste,sweet,0.45
952775,price,midrange,0.85
952775,taste,mild,0.75
952775,scene,solo_meal,0.65
952775,scene,afternoon_tea,0.55
952775,scene,dinner,0.45
958582,scene,group_order,0.85
958582,price,midrange,0.75
958582,taste,spicy,0.65
958582,taste,rich,0.55
958582,scene,dinner,0.45
959608,price,budget,0.85
959608,scene,lunch,0.75
959608,taste,savory,0.65
960390,taste,umami,0.85
960390,scene,afternoon_tea,0.75
960390,taste,mild,0.65
960390,price,midrange,0.55
960390,scene,dinner,0.45
963262,taste,rich,0.85
963262,taste,crispy,0.75
963262,scene,dinner,0.65
963262,price,midrange,0.55
967588,price,budget,0.85
967588,scene,lunch,0.75
967588,taste,savory,0.65
967921,scene,afternoon_tea,0.85
967921,price,midrange,0.75
967921,scene,dinner,0.65
967921,taste,sweet,0.55
967921,taste,umami,0.45
970973,price,midrange,0.85
970973,taste,umami,0.75
970973,scene,group_order,0.65
970973,scene,late_night,0.55
970973,scene,lunch,0.45
972463,price,luxury,0.85
972463,scene,late_night,0.75
972463,taste,mild,0.65
972463,scene,afternoon_tea,0.55
972463,scene,group_order,0.45
984329,price,midrange,0.85
984329,scene,dinner,0.75
984329,taste,mild,0.65
984329,taste,sweet,0.55
984329,taste,rich,0.45
986729,taste,mild,0.85
986729,scene,solo_meal,0.75
986729,price,luxury,0.65
986729,scene,lunch,0.55
986729,price,midrange,0.45
991182,taste,savory,0.85
991182,scene,lunch,0.75
991182,taste,rich,0.65
991182,price,luxury,0.55
991182,price,midrange,0.45
1004658,scene,late_night,0.85
1004658,taste,rich,0.75
1004658,scene,dinner,0.65
1004658,price,luxury,0.55
1004658,taste,sweet,0.45
1007583,price,midrange,0.85
1007583,scene,group_order,0.75
1007583,taste,crispy,0.65
1007583,scene,solo_meal,0.55
1007583,taste,sweet,0.45
1017881,price,midrange,0.85
1017881,scene,late_night,0.75
1017881,taste,sweet,0.65
1017881,taste,spicy,0.55
1017881,scene,group_order,0.45
1021505,scene,afternoon_tea,0.85
1021505,price,midrange,0.75
1021505,taste,fresh,0.65
1021505,taste,rich,0.55
1021505,taste,spicy,0.45
1023854,taste,umami,0.85
1023854,scene,group_order,0.75
1023854,price,midrange,0.65
1023854,price,luxury,0.55
1023854,scene,afternoon_tea,0.45
1024704,price,midrange,0.85
1024704,scene,solo_meal,0.75
1024704,taste,umami,0.65
1024704,taste,spicy,0.55
1024704,scene,lunch,0.45
1029431,price,midrange,0.85
1029431,taste,umami,0.75
1029431,scene,group_order,0.65
1029431,scene,late_night,0.55
1029431,taste,crispy,0.45
1048279,price,midrange,0.85
1048279,scene,late_night,0.75
1048279,taste,sweet,0.65
1048279,taste,rich,0.55
1048279,scene,afternoon_tea,0.45
1048569,price,midrange,0.85
1048569,scene,group_order,0.75
1048569,taste,savory,0.65
1048569,scene,late_night,0.55
1048569,taste,umami,0.45
1049240,price,midrange,0.85
1049240,scene,dinner,0.75
1049240,taste,mild,0.65
1049240,taste,umami,0.55
1049240,taste,sweet,0.45
1061435,price,midrange,0.85
1061435,taste,crispy,0.75
1061435,scene,solo_meal,0.65
1061435,scene,group_order,0.55
1061435,taste,sweet,0.45
1061838,taste,spicy,0.85
1061838,taste,rich,0.75
1061838,scene,lunch,0.65
1061838,scene,afternoon_tea,0.55
1061838,price,midrange,0.45
1063930,scene,lunch,0.85
1063930,price,luxury,0.75
1063930,taste,mild,0.65
1063930,scene,late_night,0.55
1063930,price,midrange,0.45
1067131,price,budget,0.85
1067131,scene,lunch,0.75
1067131,taste,savory,0.65
1077791,price,midrange,0.85
1077791,taste,crispy,0.75
1077791,scene,late_night,0.65
1077791,scene,afternoon_tea,0.55
1077791,scene,dinner,0.45
1083505,price,luxury,0.85
1083505,scene,solo_meal,0.75
1083505,scene,group_order,0.65
1083505,scene,afternoon_tea,0.55
1083505,taste,mild,0.45
1084079,taste,umami,0.85
1084079,price,midrange,0.75
1084079,scene,solo_meal,0.65
1084079,taste,spicy,0.55
1084079,scene,lunch,0.45
1089147,price,budget,0.85
1089147,scene,lunch,0.75
1089147,taste,savory,0.65
1092120,price,midrange,0.85
1092120,scene,solo_meal,0.75
1092120,taste,fresh,0.65
1092120,taste,savory,0.55
1092120,scene,group_order,0.45
1092539,taste,umami,0.85
1092539,price,midrange,0.75
1092539,taste,sweet,0.65
1092539,scene,late_night,0.55
1092539,scene,dinner,0.45
1096675,scene,group_order,0.85
1096675,price,luxury,0.75
1096675,taste,spicy,0.65
1096675,scene,dinner,0.55
1096675,scene,solo_meal,0.45
1097742,taste,umami,0.85
1097742,scene,group_order,0.75
1097742,price,luxury,0.65
1097742,price,midrange,0.55
1097742,scene,solo_meal,0.45
1098089,price,midrange,0.85
1098089,taste,savory,0.75
1098089,scene,dinner,0.65
1098089,scene,lunch,0.55
1098089,taste,sweet,0.45
1103052,price,midrange,0.85
1103052,taste,fresh,0.75
1103052,taste,mild,0.65
1103052,scene,solo_meal,0.55
1103052,scene,lunch,0.45
1108021,taste,savory,0.85
1108021,taste,rich,0.75
1108021,scene,afternoon_tea,0.65
1108021,scene,group_order,0.55
1108021,price,midrange,0.45
1112516,scene,solo_meal,0.85
1112516,taste,savory,0.75
1112516,price,luxury,0.65
1112516,taste,umami,0.55
1112516,scene,afternoon_tea,0.45
1122047,taste,fresh,0.85
1122047,taste,rich,0.75
1122047,scene,group_order,0.65
1122047,scene,afternoon_tea,0.55
1122047,price,midrange,0.45
1126911,price,midrange,0.85
1126911,taste,crispy,0.75
1126911,scene,dinner,0.65
1126911,scene,afternoon_tea,0.55
1126911,taste,umami,0.45
1138523,taste,mild,0.85
1138523,scene,solo_meal,0.75
1138523,scene,late_night,0.65
1138523,price,midrange,0.55
1141102,price,midrange,0.85
1141102,taste,crispy,0.75
1141102,scene,group_order,0.65
1141102,taste,umami,0.55
1141102,scene,afternoon_tea,0.45
1141925,taste,umami,0.85
1141925,taste,savory,0.75
1141925,scene,lunch,0.65
1141925,scene,late_night,0.55
1141925,price,midrange,0.45
1151467,taste,crispy,0.85
1151467,taste,rich,0.75
1151467,scene,dinner,0.65
1151467,price,midrange,0.55
1151467,scene,afternoon_tea,0.45
1158710,price,midrange,0.85
1158710,scene,group_order,0.75
1158710,scene,late_night,0.65
1158710,scene,afternoon_tea,0.55
1158710,taste,fresh,0.45
1166999,price,midrange,0.85
1166999,taste,crispy,0.75
1166999,scene,late_night,0.65
1166999,scene,solo_meal,0.55
1166999,taste,sweet,0.45
1169941,price,budget,0.85
1169941,scene,lunch,0.75
1169941,taste,savory,0.65
1180404,taste,rich,0.85
1180404,scene,dinner,0.75
1180404,price,midrange,0.65
1180404,taste,crispy,0.55
1180404,scene,group_order,0.45
1180964,scene,group_order,0.85
1180964,taste,fresh,0.75
1180964,taste,sweet,0.65
1180964,scene,afternoon_tea,0.55
1180964,price,midrange,0.45
1181777,taste,rich,0.85
1181777,taste,savory,0.75
1181777,scene,lunch,0.65
1181777,price,midrange,0.55
1183241,taste,spicy,0.85
1183241,scene,lunch,0.75
1183241,price,midrange,0.65
1183241,taste,savory,0.55
1183241,scene,late_night,0.45
1192251,price,budget,0.85
1192251,scene,lunch,0.75
1192251,taste,savory,0.65
1193188,price,midrange,0.85
1193188,taste,umami,0.75
1193188,taste,sweet,0.65
1193188,scene,group_order,0.55
1193188,scene,afternoon_tea,0.45
1197539,price,midrange,0.85
1197539,scene,late_night,0.75
1197539,scene,afternoon_tea,0.65
1197539,taste,savory,0.55
1197539,scene,lunch,0.45
1200178,taste,mild,0.85
1200178,scene,late_night,0.75
1200178,price,midrange,0.65
1200178,taste,umami,0.55
1200178,taste,sweet,0.45
1200813,price,midrange,0.85
1200813,scene,group_order,0.75
1200813,taste,mild,0.65
1200813,taste,fresh,0.55
1200813,scene,lunch,0.45
1201376,scene,dinner,0.85
1201376,price,luxury,0.75
1201376,taste,savory,0.65
1201376,taste,spicy,0.55
1201376,scene,solo_meal,0.45
1218366,taste,savory,0.85
1218366,taste,mild,0.75
1218366,scene,dinner,0.65
1218366,scene,late_night,0.55
1218366,price,midrange,0.45
1220321,price,midrange,0.85
1220321,taste,mild,0.75
1220321,scene,late_night,0.65
1220321,scene,group_order,0.55
1220321,taste,crispy,0.45
1224826,price,midrange,0.85
1224826,taste,fresh,0.75
1224826,scene,dinner,0.65
1224826,taste,crispy,0.55
1224826,taste,sweet,0.45
1228691,taste,savory,0.85
1228691,scene,dinner,0.75
1228691,price,midrange,0.65
1228691,taste,mild,0.55
1228691,scene,lunch,0.45
1233002,price,midrange,0.85
1233002,taste,sweet,0.75
1233002,scene,afternoon_tea,0.65
1233002,scene,dinner,0.55
1233002,scene,lunch,0.45
1235034,taste,crispy,0.85
1235034,scene,dinner,0.75
1235034,scene,lunch,0.65
1235034,price,midrange,0.55
1235034,taste,umami,0.45
1241003,price,midrange,0.85
1241003,taste,crispy,0.75
1241003,scene,afternoon_tea,0.65
1241003,scene,group_order,0.55
1241003,taste,mild,0.45
1253584,taste,mild,0.85
1253584,taste,rich,0.75
1253584,scene,dinner,0.65
1253584,scene,group_order,0.55
1253584,price,midrange,0.45
1254055,price,midrange,0.85
1254055,scene,afternoon_tea,0.75
1254055,scene,group_order,0.65
1254055,taste,umami,0.55
1254055,taste,fresh,0.45
1254574,scene,lunch,0.85
1254574,taste,umami,0.75
1254574,scene,group_order,0.65
1254574,scene,late_night,0.55
1254574,price,luxury,0.45
1258805,price,midrange,0.85
1258805,scene,dinner,0.75
