item_id,merchant_id,item_name,primary_cuisine,price_band,popularity_score,user_coverage,avg_position,description_text
850798,79,real_item_850798,burger,luxury,6.0,6,25.667,crispy | spicy | dinner | solo_meal | luxury
858936,417,real_item_858936,hotpot,luxury,6.0,6,21.0,fresh | sweet | afternoon_tea | group_order | luxury
875288,129,real_item_875288,hotpot,luxury,6.0,6,22.833,mild | solo_meal | luxury
900569,450,real_item_900569,salad,luxury,6.0,6,17.333,mild | spicy | group_order | late_night | luxury
916166,447,real_item_916166,dessert,luxury,6.0,6,23.333,sweet | umami | group_order | solo_meal | luxury
933604,205,real_item_933604,burger,luxury,6.0,6,25.333,sweet | fresh | dinner | luxury
936530,11,real_item_936530,cantonese,luxury,6.0,6,23.0,rich | spicy | group_order | solo_meal | luxury
958276,437,real_item_958276,milk_tea,luxury,6.0,6,17.833,sweet | crispy | group_order | luxury
962083,84,real_item_962083,hotpot,luxury,6.0,6,16.667,spicy | rich | solo_meal | group_order | luxury
1010889,10,real_item_1010889,sichuan,luxury,6.0,6,17.5,crispy | mild | group_order | lunch | luxury
1034166,407,real_item_1034166,cantonese,luxury,6.0,6,26.167,crispy | savory | late_night | luxury
1038382,463,real_item_1038382,barbecue,luxury,6.0,6,25.333,crispy | fresh | dinner | group_order | luxury
1051518,79,real_item_1051518,burger,luxury,6.0,6,19.5,crispy | mild | dinner | late_night | luxury
1063438,39,real_item_1063438,hotpot,luxury,6.0,6,25.167,crispy | savory | dinner | late_night | luxury
1075655,296,real_item_1075655,noodles,luxury,6.0,6,19.667,savory | fresh | dinner | afternoon_tea | luxury
1105014,15,real_item_1105014,dessert,luxury,6.0,6,15.833,mild | sweet | afternoon_tea | dinner | luxury
1107743,144,real_item_1107743,salad,luxury,6.0,6,20.5,fresh | spicy | late_night | solo_meal | luxury
1129065,146,real_item_1129065,cantonese,luxury,6.0,6,19.667,umami | sweet | dinner | luxury
1196681,162,real_item_1196681,salad,luxury,6.0,6,26.0,fresh | mild | late_night | lunch | luxury
1210197,158,real_item_1210197,milk_tea,luxury,6.0,6,24.5,savory | rich | lunch | dinner | luxury
1211622,23,real_item_1211622,milk_tea,luxury,6.0,6,28.0,crispy | fresh | solo_meal | group_order | luxury
1232152,273,real_item_1232152,hotpot,luxury,6.0,6,25.5,fresh | spicy | dinner | solo_meal | luxury
1255881,82,real_item_1255881,sichuan,luxury,6.0,6,17.833,umami | savory | group_order | lunch | luxury
1271305,426,real_item_1271305,hotpot,luxury,6.0,6,15.0,mild | afternoon_tea | solo_meal | luxury
1273777,298,real_item_1273777,sichuan,luxury,6.0,6,14.667,mild | crispy | late_night | dinner | luxury
1314535,496,real_item_1314535,sichuan,luxury,6.0,6,25.167,umami | mild | dinner | lunch | luxury
1328997,398,real_item_1328997,cantonese,luxury,6.0,6,32.0,savory | fresh | late_night | dinner | luxury
1330557,398,real_item_1330557,cantonese,luxury,6.0,6,21.333,savory | crispy | afternoon_tea | group_order | luxury
1335551,192,real_item_1335551,hotpot,luxury,6.0,6,11.667,umami | fresh | group_order | afternoon_tea | luxury
1354464,385,real_item_1354464,burger,luxury,6.0,6,13.167,crispy | fresh | dinner | group_order | luxury
5857,138,real_item_5857,hotpot,luxury,5.0,5,26.6,mild | rich | late_night | group_order | luxury
35377,18,real_item_35377,salad,luxury,5.0,5,28.8,umami | crispy | solo_meal | afternoon_tea | luxury
59403,124,real_item_59403,burger,luxury,5.0,5,16.0,mild | rich | solo_meal | afternoon_tea | luxury
86611,292,real_item_86611,barbecue,luxury,5.0,5,25.0,spicy | umami | dinner | lunch | luxury
87033,194,real_item_87033,milk_tea,luxury,5.0,5,17.2,mild | sweet | group_order | afternoon_tea | luxury
88412,13,real_item_88412,barbecue,luxury,5.0,5,22.6,savory | rich | solo_meal | group_order | luxury
107291,172,real_item_107291,sichuan,luxury,5.0,5,15.2,spicy | mild | afternoon_tea | lunch | luxury
113142,303,real_item_113142,dessert,luxury,5.0,5,21.6,crispy | rich | afternoon_tea | group_order | luxury
121310,151,real_item_121310,burger,luxury,5.0,5,28.4,crispy | mild | solo_meal | late_night | luxury
125411,92,real_item_125411,cantonese,luxury,5.0,5,12.4,spicy | sweet | lunch | afternoon_tea | luxury
128963,4,real_item_128963,barbecue,luxury,5.0,5,23.6,spicy | fresh | group_order | luxury
130874,355,real_item_130874,barbecue,luxury,5.0,5,19.2,rich | sweet | dinner | luxury
132143,64,real_item_132143,sichuan,luxury,5.0,5,25.2,umami | mild | dinner | late_night | luxury
145706,107,real_item_145706,noodles,luxury,5.0,5,30.8,rich | sweet | lunch | afternoon_tea | luxury
147082,443,real_item_147082,cantonese,luxury,5.0,5,32.2,rich | late_night | group_order | luxury
154450,11,real_item_154450,cantonese,luxury,5.0,5,18.6,crispy | sweet | lunch | afternoon_tea | luxury
157239,200,real_item_157239,cantonese,luxury,5.0,5,23.2,umami | rich | group_order | afternoon_tea | luxury
158839,240,real_item_158839,dessert,luxury,5.0,5,18.4,umami | sweet | lunch | group_order | luxury
174242,43,real_item_174242,burger,luxury,5.0,5,20.4,rich | sweet | late_night | group_order | luxury
182995,476,real_item_182995,noodles,luxury,5.0,5,37.0,spicy | crispy | dinner | afternoon_tea | luxury
188153,434,real_item_188153,cantonese,luxury,5.0,5,14.4,rich | mild | late_night | luxury
206762,323,real_item_206762,noodles,luxury,5.0,5,29.2,rich | group_order | afternoon_tea | luxury
209663,104,real_item_209663,milk_tea,luxury,5.0,5,23.6,umami | rich | group_order | dinner | luxury
233191,232,real_item_233191,burger,luxury,5.0,5,13.4,savory | crispy | dinner | luxury
254429,150,real_item_254429,dessert,luxury,5.0,5,16.2,savory | crispy | solo_meal | dinner | luxury
254430,151,real_item_254430,burger,luxury,5.0,5,19.0,crispy | savory | dinner | solo_meal | luxury
258369,450,real_item_258369,salad,luxury,5.0,5,16.8,rich | crispy | solo_meal | dinner | luxury
274099,60,real_item_274099,dessert,luxury,5.0,5,13.8,mild | umami | dinner | late_night | luxury
277493,334,real_item_277493,sichuan,luxury,5.0,5,6.4,spicy | crispy | lunch | group_order | luxury
279094,375,real_item_279094,dessert,luxury,5.0,5,28.2,crispy | savory | solo_meal | late_night | luxury
280352,73,real_item_280352,sichuan,luxury,5.0,5,36.6,mild | fresh | lunch | afternoon_tea | luxury
293662,383,real_item_293662,milk_tea,luxury,5.0,5,12.8,mild | sweet | lunch | dinner | luxury
300773,214,real_item_300773,burger,luxury,5.0,5,21.0,savory | mild | afternoon_tea | lunch | luxury
312834,315,real_item_312834,salad,luxury,5.0,5,21.0,fresh | mild | afternoon_tea | late_night | luxury
328787,148,real_item_328787,barbecue,luxury,5.0,5,12.8,spicy | savory | lunch | late_night | luxury
333426,107,real_item_333426,noodles,luxury,5.0,5,10.0,spicy | mild | solo_meal | late_night | luxury
342242,83,real_item_342242,cantonese,luxury,5.0,5,23.2,spicy | mild | group_order | late_night | luxury
355630,471,real_item_355630,hotpot,luxury,5.0,5,12.4,sweet | lunch | dinner | luxury
372308,509,real_item_372308,milk_tea,luxury,5.0,5,28.6,sweet | fresh | solo_meal | group_order | luxury
372736,417,real_item_372736,hotpot,luxury,5.0,5,18.8,fresh | rich | lunch | group_order | luxury
377375,376,real_item_377375,burger,luxury,5.0,5,18.2,savory | mild | lunch | luxury
380617,498,real_item_380617,hotpot,luxury,5.0,5,21.6,mild | fresh | afternoon_tea | dinner | luxury
387417,18,real_item_387417,salad,luxury,5.0,5,31.8,mild | savory | dinner | lunch | luxury
404381,342,real_item_404381,salad,luxury,5.0,5,20.2,fresh | sweet | late_night | group_order | luxury
406652,13,real_item_406652,barbecue,luxury,5.0,5,17.0,savory | fresh | group_order | luxury
418400,321,real_item_418400,dessert,luxury,5.0,5,27.0,fresh | afternoon_tea | group_order | luxury
434611,412,real_item_434611,burger,luxury,5.0,5,30.6,spicy | crispy | lunch | afternoon_tea | luxury
453970,11,real_item_453970,cantonese,luxury,5.0,5,18.4,rich | sweet | lunch | afternoon_tea | luxury
457494,415,real_item_457494,sichuan,luxury,5.0,5,36.4,crispy | umami | lunch | luxury
457837,238,real_item_457837,barbecue,luxury,5.0,5,23.6,savory | umami | group_order | solo_meal | luxury
462736,457,real_item_462736,burger,luxury,5.0,5,23.6,fresh | sweet | group_order | dinner | luxury
471171,52,real_item_471171,burger,luxury,5.0,5,29.2,mild | crispy | group_order | luxury
475821,22,real_item_475821,barbecue,luxury,5.0,5,19.8,savory | fresh | dinner | afternoon_tea | luxury
483968,369,real_item_483968,salad,luxury,5.0,5,20.0,fresh | spicy | late_night | solo_meal | luxury
489793,474,real_item_489793,dessert,luxury,5.0,5,16.2,umami | solo_meal | luxury
491849,450,real_item_491849,salad,luxury,5.0,5,28.2,mild | crispy | solo_meal | afternoon_tea | luxury
499301,102,real_item_499301,hotpot,luxury,5.0,5,15.2,savory | umami | afternoon_tea | solo_meal | luxury
509325,246,real_item_509325,hotpot,luxury,5.0,5,25.8,savory | fresh | dinner | group_order | luxury
521563,4,real_item_521563,barbecue,luxury,5.0,5,15.2,spicy | mild | afternoon_tea | solo_meal | luxury
528808,489,real_item_528808,hotpot,luxury,5.0,5,29.6,fresh | spicy | group_order | solo_meal | luxury
539780,21,real_item_539780,hotpot,luxury,5.0,5,29.0,sweet | spicy | group_order | solo_meal | luxury
544930,491,real_item_544930,milk_tea,luxury,5.0,5,21.4,rich | spicy | afternoon_tea | solo_meal | luxury
548116,37,real_item_548116,sichuan,luxury,5.0,5,36.8,rich | mild | lunch | luxury
548904,305,real_item_548904,noodles,luxury,5.0,5,15.0,crispy | afternoon_tea | dinner | luxury
567935,96,real_item_567935,dessert,luxury,5.0,5,35.0,umami | spicy | group_order | solo_meal | luxury
580700,381,real_item_580700,hotpot,luxury,5.0,5,19.4,sweet | savory | dinner | solo_meal | luxury
582169,290,real_item_582169,cantonese,luxury,5.0,5,30.4,umami | fresh | lunch | group_order | luxury
605325,46,real_item_605325,sichuan,luxury,5.0,5,13.0,savory | umami | dinner | lunch | luxury
605912,113,real_item_605912,milk_tea,luxury,5.0,5,27.6,fresh | umami | afternoon_tea | lunch | luxury
650646,127,real_item_650646,sichuan,luxury,5.0,5,29.6,crispy | savory | group_order | solo_meal | luxury
660580,181,real_item_660580,sichuan,luxury,5.0,5,29.2,sweet | mild | group_order | solo_meal | luxury
660877,478,real_item_660877,sichuan,luxury,5.0,5,24.0,spicy | umami | lunch | late_night | luxury
661594,155,real_item_661594,cantonese,luxury,5.0,5,21.4,rich | mild | afternoon_tea | late_night | luxury
661622,183,real_item_661622,hotpot,luxury,5.0,5,38.0,savory | crispy | late_night | dinner | luxury
687058,139,real_item_687058,barbecue,luxury,5.0,5,17.2,crispy | group_order | luxury
711135,296,real_item_711135,noodles,luxury,5.0,5,16.2,rich | spicy | solo_meal | luxury
736824,505,real_item_736824,sichuan,luxury,5.0,5,15.8,crispy | spicy | afternoon_tea | lunch | luxury
742281,242,real_item_742281,noodles,luxury,5.0,5,17.0,mild | rich | group_order | afternoon_tea | luxury
766643,164,real_item_766643,cantonese,luxury,5.0,5,32.6,spicy | crispy | late_night | dinner | luxury
780188,189,real_item_780188,salad,luxury,5.0,5,21.8,sweet | afternoon_tea | luxury
780977,458,real_item_780977,noodles,luxury,5.0,5,14.0,mild | savory | late_night | lunch | luxury
791964,5,real_item_791964,milk_tea,luxury,5.0,5,23.8,sweet | crispy | group_order | luxury
792376,417,real_item_792376,hotpot,luxury,5.0,5,14.8,fresh | rich | late_night | group_order | luxury
795490,411,real_item_795490,dessert,luxury,5.0,5,29.8,fresh | sweet | group_order | afternoon_tea | luxury
798630,431,real_item_798630,noodles,luxury,5.0,5,9.0,crispy | rich | afternoon_tea | luxury
834595,516,real_item_834595,hotpot,luxury,5.0,5,15.8,spicy | savory | afternoon_tea | lunch | luxury
837682,483,real_item_837682,dessert,luxury,5.0,5,16.0,crispy | fresh | solo_meal | group_order | luxury
837943,224,real_item_837943,noodles,luxury,5.0,5,28.4,umami | savory | solo_meal | lunch | luxury
841564,205,real_item_841564,burger,luxury,5.0,5,26.4,rich | fresh | late_night | dinner | luxury
845251,252,real_item_845251,salad,luxury,5.0,5,21.8,rich | mild | afternoon_tea | late_night | luxury
851192,473,real_item_851192,milk_tea,luxury,5.0,5,21.0,umami | fresh | afternoon_tea | dinner | luxury
852882,83,real_item_852882,cantonese,luxury,5.0,5,38.0,rich | savory | late_night | luxury
854164,325,real_item_854164,sichuan,luxury,5.0,5,27.6,spicy | mild | afternoon_tea | late_night | luxury
866180,381,real_item_866180,hotpot,luxury,5.0,5,31.0,savory | crispy | dinner | luxury
873221,142,real_item_873221,burger,luxury,5.0,5,28.4,crispy | savory | solo_meal | lunch | luxury
889839,120,real_item_889839,hotpot,luxury,5.0,5,26.8,fresh | spicy | late_night | luxury
893298,459,real_item_893298,salad,luxury,5.0,5,11.8,rich | sweet | group_order | dinner | luxury
911581,22,real_item_911581,barbecue,luxury,5.0,5,25.8,crispy | dinner | luxury
917980,181,real_item_917980,sichuan,luxury,5.0,5,8.0,sweet | savory | late_night | lunch | luxury
921987,28,real_item_921987,sichuan,luxury,5.0,5,19.4,rich | spicy | dinner | late_night | luxury
939801,162,real_item_939801,salad,luxury,5.0,5,24.4,savory | crispy | lunch | dinner | luxury
945681,322,real_item_945681,burger,luxury,5.0,5,24.4,savory | rich | lunch | group_order | luxury
951138,59,real_item_951138,milk_tea,luxury,5.0,5,22.0,rich | umami | solo_meal | lunch | luxury
958270,431,real_item_958270,noodles,luxury,5.0,5,24.4,crispy | savory | lunch | late_night | luxury
963075,36,real_item_963075,salad,luxury,5.0,5,27.4,spicy | umami | afternoon_tea | solo_meal | luxury
966848,169,real_item_966848,burger,luxury,5.0,5,28.4,fresh | rich | solo_meal | group_order | luxury
996767,448,real_item_996767,burger,luxury,5.0,5,18.4,umami | sweet | lunch | group_order | luxury
1013245,286,real_item_1013245,burger,luxury,5.0,5,14.4,spicy | sweet | late_night | group_order | luxury
1029716,117,real_item_1029716,salad,luxury,5.0,5,26.4,sweet | umami | late_night | solo_meal | luxury
1038925,486,real_item_1038925,salad,luxury,5.0,5,17.4,spicy | fresh | group_order | afternoon_tea | luxury
1043844,205,real_item_1043844,burger,luxury,5.0,5,19.8,sweet | savory | dinner | lunch | luxury
1044857,178,real_item_1044857,burger,luxury,5.0,5,21.6,mild | rich | afternoon_tea | dinner | luxury
1046328,89,real_item_1046328,noodles,luxury,5.0,5,16.6,mild | fresh | solo_meal | afternoon_tea | luxury
1061091,292,real_item_1061091,barbecue,luxury,5.0,5,28.0,spicy | umami | solo_meal | lunch | luxury
1069154,35,real_item_1069154,noodles,luxury,5.0,5,18.0,rich | crispy | lunch | dinner | luxury
1069282,163,real_item_1069282,sichuan,luxury,5.0,5,33.2,rich | umami | afternoon_tea | solo_meal | luxury
1080881,322,real_item_1080881,burger,luxury,5.0,5,25.6,mild | spicy | dinner | lunch | luxury
1082414,295,real_item_1082414,burger,luxury,5.0,5,33.0,crispy | afternoon_tea | group_order | luxury
1086729,450,real_item_1086729,salad,luxury,5.0,5,19.6,mild | umami | dinner | solo_meal | luxury
1090323,404,real_item_1090323,noodles,luxury,5.0,5,21.0,spicy | savory | afternoon_tea | lunch | luxury
1105044,45,real_item_1105044,salad,luxury,5.0,5,22.8,sweet | fresh | solo_meal | afternoon_tea | luxury
1122941,262,real_item_1122941,sichuan,luxury,5.0,5,24.2,savory | rich | lunch | group_order | luxury
1133782,183,real_item_1133782,hotpot,luxury,5.0,5,21.0,crispy | afternoon_tea | dinner | luxury
1141972,53,real_item_1141972,noodles,luxury,5.0,5,14.6,savory | late_night | solo_meal | luxury
1145541,502,real_item_1145541,burger,luxury,5.0,5,18.2,savory | umami | lunch | late_night | luxury
1146092,13,real_item_1146092,barbecue,luxury,5.0,5,21.4,savory | fresh | afternoon_tea | dinner | luxury
1155405,486,real_item_1155405,salad,luxury,5.0,5,16.0,savory | crispy | solo_meal | dinner | luxury
1163805,46,real_item_1163805,sichuan,luxury,5.0,5,19.6,spicy | mild | dinner | late_night | luxury
1169567,88,real_item_1169567,burger,luxury,5.0,5,22.6,umami | savory | solo_meal | lunch | luxury
1170014,15,real_item_1170014,dessert,luxury,5.0,5,29.8,crispy | mild | group_order | late_night | luxury
1175497,298,real_item_1175497,sichuan,luxury,5.0,5,18.0,mild | lunch | solo_meal | luxury
1175773,54,real_item_1175773,salad,luxury,5.0,5,20.6,crispy | rich | late_night | dinner | luxury
1177612,333,real_item_1177612,salad,luxury,5.0,5,34.4,sweet | solo_meal | afternoon_tea | luxury
1186600,481,real_item_1186600,barbecue,luxury,5.0,5,37.4,fresh | savory | dinner | late_night | luxury
1186678,39,real_item_1186678,hotpot,luxury,5.0,5,36.8,crispy | umami | lunch | luxury
1190011,252,real_item_1190011,salad,luxury,5.0,5,24.4,spicy | savory | lunch | solo_meal | luxury
1209215,216,real_item_1209215,salad,luxury,5.0,5,8.4,umami | sweet | late_night | dinner | luxury
1226847,168,real_item_1226847,dessert,luxury,5.0,5,21.2,spicy | crispy | afternoon_tea | dinner | luxury
1228170,451,real_item_1228170,sichuan,luxury,5.0,5,29.4,fresh | savory | group_order | late_night | luxury
1230197,398,real_item_1230197,cantonese,luxury,5.0,5,31.0,crispy | umami | dinner | solo_meal | luxury
1237825,226,real_item_1237825,sichuan,luxury,5.0,5,18.0,fresh | spicy | lunch | luxury
1238672,33,real_item_1238672,dessert,luxury,5.0,5,18.2,fresh | spicy | lunch | solo_meal | luxury
1254058,339,real_item_1254058,dessert,luxury,5.0,5,30.8,crispy | spicy | lunch | late_night | luxury
1255019,260,real_item_1255019,noodles,luxury,5.0,5,17.2,umami | mild | group_order | late_night | luxury
1262052,13,real_item_1262052,barbecue,luxury,5.0,5,23.4,sweet | rich | group_order | afternoon_tea | luxury
1278534,375,real_item_1278534,dessert,luxury,5.0,5,18.4,spicy | sweet | lunch | group_order | luxury
1284099,220,real_item_1284099,barbecue,luxury,5.0,5,24.6,spicy | crispy | lunch | afternoon_tea | luxury
1293065,346,real_item_1293065,barbecue,luxury,5.0,5,12.4,mild | umami | lunch | late_night | luxury
1293090,371,real_item_1293090,cantonese,luxury,5.0,5,17.8,rich | crispy | group_order | luxury
1297422,23,real_item_1297422,milk_tea,luxury,5.0,5,34.4,sweet | crispy | solo_meal | group_order | luxury
1314704,145,real_item_1314704,sichuan,luxury,5.0,5,10.2,fresh | crispy | solo_meal | afternoon_tea | luxury
1315542,463,real_item_1315542,barbecue,luxury,5.0,5,13.0,crispy | savory | dinner | lunch | luxury
1330786,107,real_item_1330786,noodles,luxury,5.0,5,19.2,rich | sweet | dinner | luxury
1333743,464,real_item_1333743,milk_tea,luxury,5.0,5,18.8,umami | spicy | lunch | late_night | luxury
